PFAM	Meta	Isolate	log_odds	p	padj
PF07510	383.0	218.0	-1.873880841506485	8.250671667357988e-83	1.8772096261775326e-82
PF01619	41.0	66.0	-2.8870971723548347	4.169262600154656e-44	6.220421978265424e-44
PF07486	78.0	111.0	-2.7743479256347423	6.713185763630938e-70	1.329474043385735e-69
PF13191	1488.0	1026.0	-2.1600184738907773	0.0	0.0
PF00043	349.0	469.0	-2.7630375226050736	1.5311895016033895e-286	1.1400491064822673e-285
PF13604	13479.0	1624.0	-0.3591654945892102	1.2847010488286178e-32	1.6822776417299204e-32
PF21818	107.0	102.0	-2.376457824915045	6.394439885407761e-54	1.0678852518908864e-53
PF11657	137.0	49.0	-1.4017069573653107	1.6542509898824836e-13	1.8800513940787716e-13
PF00462	224.0	307.0	-2.7625716162395184	1.2395985633660196e-188	5.840948200201345e-188
PF13577	561.0	410.0	-2.145268641200617	4.33755878880421e-184	1.9874061274935266e-183
PF00006	205.0	123.0	-1.9178274042684174	3.995903382453471e-49	6.3361662508118855e-49
PF11203	71.0	44.0	-1.9470282785513464	5.721733470890992e-19	6.774509099327102e-19
PF00456	172.0	301.0	-3.0055059093104153	1.6724742659074624e-202	8.445995042832684e-202
PF16932	298.0	70.0	-0.9800123510220108	4.892591577911598e-11	5.453690132192246e-11
PF00793	73.0	80.0	-2.511863738215394	1.5180920353926246e-45	2.3004095226464887e-45
PF07813	75.0	50.0	-2.0188242422434244	2.3321254034568884e-22	2.823099172605707e-22
PF00303	108.0	29.0	-1.1246292372610402	1.9875090799683476e-6	2.139473397945538e-6
PF09851	82.0	108.0	-2.6973860712618554	5.395931618254684e-66	1.0232448285065822e-65
PF11969	76.0	49.0	-1.9858150117649214	1.730288085022672e-21	2.088030764419567e-21
PF01867	124.0	107.0	-2.278118944731539	1.2354867035820157e-53	2.0544277826922137e-53
PF00288	46.0	104.0	-3.228572617185881	1.6651450865049248e-76	3.5293175510501286e-76
PF08707	90.0	60.0	-2.0188256648297855	1.6087159075483262e-26	2.0102458597282206e-26
PF01717	101.0	109.0	-2.500307574042207	4.50171518894876e-61	8.025697915524152e-61
PF13020	458.0	91.0	-0.8113609962347127	2.180390064234896e-10	2.4142259862810594e-10
PF12844	3110.0	1338.0	-1.7152473471561822	0.0	0.0
PF00126	5923.0	2341.0	-1.758449687892392	0.0	0.0
PF05621	2147.0	519.0	-1.03620299712533	3.2620651445234505e-77	6.997024312768215e-77
PF03988	77.0	86.0	-2.5313840164979653	2.875562342023883e-49	4.5627946178425406e-49
PF00920	221.0	274.0	-2.6584674965375092	1.690862463111969e-161	6.915270249663915e-161
PF05853	239.0	285.0	-2.6209376937991196	3.754254023268699e-165	1.562926898934263e-164
PF08388	514.0	348.0	-2.061560370730369	9.66735190811605e-149	3.616305713776745e-148
PF01610	168.0	284.0	-2.968824190460633	8.639606251507552e-189	4.079228724034968e-188
PF10531	90.0	210.0	-3.2786440452790147	1.2318163382411292e-154	4.825479517258251e-154
PF05147	131.0	120.0	-2.3388417332236715	6.755094278872261e-62	1.219276146839181e-61
PF02322	144.0	190.0	-2.710066419125052	3.5042630389703527e-115	1.0317367603964677e-114
PF06186	29.0	75.0	-3.3508526050556977	1.2669247930899902e-57	2.1946803089843753e-57
PF01061	438.0	400.0	-2.36770024728311	6.0330527517643156e-204	3.073417004900988e-203
PF03275	62.0	45.0	-2.1027577822229357	2.4855177851496783e-21	2.994739530551194e-21
PF03243	43.0	58.0	-2.7124080239413026	1.7676799254455393e-36	2.415482627535287e-36
PF16912	265.0	318.0	-2.6312315531195796	8.655251037893187e-185	3.973547067396418e-184
PF13156	106.0	154.0	-2.8009906696338245	3.2009565050585633e-97	8.271214639878802e-97
PF14765	54.0	108.0	-3.1091908856759334	1.4790572815266888e-76	3.1406307723825395e-76
PF05406	466.0	381.0	-2.254551250998832	9.247547470848544e-183	4.220442588365652e-182
PF18406	84.0	32.0	-1.4692663780855775	6.860462878990816e-10	7.549434044479237e-10
PF02735	226.0	258.0	-2.5741520830359286	1.1872144143403274e-146	4.370680007151475e-146
PF13404	653.0	725.0	-2.6035021904037885	0.0	0.0
