KO	pathway	pathway_description
K06118	map01250	Biosynthesis of nucleotide sugars
K07031	map01250	Biosynthesis of nucleotide sugars
K07102	map01250	Biosynthesis of nucleotide sugars
K07806	map01250	Biosynthesis of nucleotide sugars
K08068	map01250	Biosynthesis of nucleotide sugars
K08080	map01250	Biosynthesis of nucleotide sugars
K08678	map01250	Biosynthesis of nucleotide sugars
K08679	map01250	Biosynthesis of nucleotide sugars
K09001	map01250	Biosynthesis of nucleotide sugars
K10011	map01250	Biosynthesis of nucleotide sugars
K10046	map01250	Biosynthesis of nucleotide sugars
K12407	map01250	Biosynthesis of nucleotide sugars
K12409	map01250	Biosynthesis of nucleotide sugars
K12446	map01250	Biosynthesis of nucleotide sugars
K12447	map01250	Biosynthesis of nucleotide sugars
K12448	map01250	Biosynthesis of nucleotide sugars
K12449	map01250	Biosynthesis of nucleotide sugars
K12450	map01250	Biosynthesis of nucleotide sugars
K12451	map01250	Biosynthesis of nucleotide sugars
K12452	map01250	Biosynthesis of nucleotide sugars
K12453	map01250	Biosynthesis of nucleotide sugars
K12454	map01250	Biosynthesis of nucleotide sugars
K12455	map01250	Biosynthesis of nucleotide sugars
K12710	map01250	Biosynthesis of nucleotide sugars
K13010	map01250	Biosynthesis of nucleotide sugars
K13016	map01250	Biosynthesis of nucleotide sugars
K13017	map01250	Biosynthesis of nucleotide sugars
K13018	map01250	Biosynthesis of nucleotide sugars
K13019	map01250	Biosynthesis of nucleotide sugars
K13020	map01250	Biosynthesis of nucleotide sugars
K13306	map01250	Biosynthesis of nucleotide sugars
K13307	map01250	Biosynthesis of nucleotide sugars
K13308	map01250	Biosynthesis of nucleotide sugars
K13309	map01250	Biosynthesis of nucleotide sugars
K13310	map01250	Biosynthesis of nucleotide sugars
K13311	map01250	Biosynthesis of nucleotide sugars
K13312	map01250	Biosynthesis of nucleotide sugars
K13313	map01250	Biosynthesis of nucleotide sugars
K13315	map01250	Biosynthesis of nucleotide sugars
K13316	map01250	Biosynthesis of nucleotide sugars
K13317	map01250	Biosynthesis of nucleotide sugars
K13318	map01250	Biosynthesis of nucleotide sugars
K13319	map01250	Biosynthesis of nucleotide sugars
K13322	map01250	Biosynthesis of nucleotide sugars
K13326	map01250	Biosynthesis of nucleotide sugars
K13327	map01250	Biosynthesis of nucleotide sugars
K13328	map01250	Biosynthesis of nucleotide sugars
K13329	map01250	Biosynthesis of nucleotide sugars
K13330	map01250	Biosynthesis of nucleotide sugars
K13332	map01250	Biosynthesis of nucleotide sugars
K13379	map01250	Biosynthesis of nucleotide sugars
K13810	map01250	Biosynthesis of nucleotide sugars
K15669	map01250	Biosynthesis of nucleotide sugars
K15778	map01250	Biosynthesis of nucleotide sugars
K15779	map01250	Biosynthesis of nucleotide sugars
K15856	map01250	Biosynthesis of nucleotide sugars
K15857	map01250	Biosynthesis of nucleotide sugars
K15858	map01250	Biosynthesis of nucleotide sugars
K15894	map01250	Biosynthesis of nucleotide sugars
K15895	map01250	Biosynthesis of nucleotide sugars
K15896	map01250	Biosynthesis of nucleotide sugars
K15897	map01250	Biosynthesis of nucleotide sugars
K15898	map01250	Biosynthesis of nucleotide sugars
K15899	map01250	Biosynthesis of nucleotide sugars
K15910	map01250	Biosynthesis of nucleotide sugars
K15912	map01250	Biosynthesis of nucleotide sugars
K15913	map01250	Biosynthesis of nucleotide sugars
K15916	map01250	Biosynthesis of nucleotide sugars
K16011	map01250	Biosynthesis of nucleotide sugars
K16190	map01250	Biosynthesis of nucleotide sugars
K16435	map01250	Biosynthesis of nucleotide sugars
K16436	map01250	Biosynthesis of nucleotide sugars
K16437	map01250	Biosynthesis of nucleotide sugars
K16438	map01250	Biosynthesis of nucleotide sugars
K16439	map01250	Biosynthesis of nucleotide sugars
K16704	map01250	Biosynthesis of nucleotide sugars
K17497	map01250	Biosynthesis of nucleotide sugars
K17625	map01250	Biosynthesis of nucleotide sugars
K17716	map01250	Biosynthesis of nucleotide sugars
K17939	map01250	Biosynthesis of nucleotide sugars
K17947	map01250	Biosynthesis of nucleotide sugars
K18429	map01250	Biosynthesis of nucleotide sugars
K18430	map01250	Biosynthesis of nucleotide sugars
K18431	map01250	Biosynthesis of nucleotide sugars
K18674	map01250	Biosynthesis of nucleotide sugars
K18677	map01250	Biosynthesis of nucleotide sugars
K18836	map01250	Biosynthesis of nucleotide sugars
K19068	map01250	Biosynthesis of nucleotide sugars
K19180	map01250	Biosynthesis of nucleotide sugars
K19632	map01250	Biosynthesis of nucleotide sugars
K19652	map01250	Biosynthesis of nucleotide sugars
K19853	map01250	Biosynthesis of nucleotide sugars
K19854	map01250	Biosynthesis of nucleotide sugars
K19855	map01250	Biosynthesis of nucleotide sugars
K19856	map01250	Biosynthesis of nucleotide sugars
K19857	map01250	Biosynthesis of nucleotide sugars
K19858	map01250	Biosynthesis of nucleotide sugars
K19859	map01250	Biosynthesis of nucleotide sugars
K20085	map01250	Biosynthesis of nucleotide sugars
K20429	map01250	Biosynthesis of nucleotide sugars
K20571	map01250	Biosynthesis of nucleotide sugars
K20572	map01250	Biosynthesis of nucleotide sugars
K20678	map01250	Biosynthesis of nucleotide sugars
K20679	map01250	Biosynthesis of nucleotide sugars
K20680	map01250	Biosynthesis of nucleotide sugars
K20681	map01250	Biosynthesis of nucleotide sugars
K20682	map01250	Biosynthesis of nucleotide sugars
K21055	map01250	Biosynthesis of nucleotide sugars
K21130	map01250	Biosynthesis of nucleotide sugars
K21131	map01250	Biosynthesis of nucleotide sugars
K21279	map01250	Biosynthesis of nucleotide sugars
K21344	map01250	Biosynthesis of nucleotide sugars
K21345	map01250	Biosynthesis of nucleotide sugars
K21379	map01250	Biosynthesis of nucleotide sugars
K21749	map01250	Biosynthesis of nucleotide sugars
K21750	map01250	Biosynthesis of nucleotide sugars
K22252	map01250	Biosynthesis of nucleotide sugars
K22292	map01250	Biosynthesis of nucleotide sugars
K22925	map01250	Biosynthesis of nucleotide sugars
K22926	map01250	Biosynthesis of nucleotide sugars
K23144	map01250	Biosynthesis of nucleotide sugars
K23987	map01250	Biosynthesis of nucleotide sugars
K24249	map01250	Biosynthesis of nucleotide sugars
K24250	map01250	Biosynthesis of nucleotide sugars
K24251	map01250	Biosynthesis of nucleotide sugars
K24252	map01250	Biosynthesis of nucleotide sugars
K24256	map01250	Biosynthesis of nucleotide sugars
K24257	map01250	Biosynthesis of nucleotide sugars
K24258	map01250	Biosynthesis of nucleotide sugars
K24259	map01250	Biosynthesis of nucleotide sugars
K24280	map01250	Biosynthesis of nucleotide sugars
K24281	map01250	Biosynthesis of nucleotide sugars
K24282	map01250	Biosynthesis of nucleotide sugars
K24283	map01250	Biosynthesis of nucleotide sugars
K24284	map01250	Biosynthesis of nucleotide sugars
K24285	map01250	Biosynthesis of nucleotide sugars
K24300	map01250	Biosynthesis of nucleotide sugars
K24301	map01250	Biosynthesis of nucleotide sugars
K24302	map01250	Biosynthesis of nucleotide sugars
K24303	map01250	Biosynthesis of nucleotide sugars
K24304	map01250	Biosynthesis of nucleotide sugars
K24305	map01250	Biosynthesis of nucleotide sugars
K24306	map01250	Biosynthesis of nucleotide sugars
K24307	map01250	Biosynthesis of nucleotide sugars
K24310	map01250	Biosynthesis of nucleotide sugars
K24311	map01250	Biosynthesis of nucleotide sugars
K24312	map01250	Biosynthesis of nucleotide sugars
K24326	map01250	Biosynthesis of nucleotide sugars
K24327	map01250	Biosynthesis of nucleotide sugars
K24336	map01250	Biosynthesis of nucleotide sugars
K25026	map01250	Biosynthesis of nucleotide sugars
K25314	map01250	Biosynthesis of nucleotide sugars
K25315	map01250	Biosynthesis of nucleotide sugars
K00687	map01501	beta-Lactam resistance
K01207	map01501	beta-Lactam resistance
K01467	map01501	beta-Lactam resistance
K02171	map01501	beta-Lactam resistance
K02172	map01501	beta-Lactam resistance
K02545	map01501	beta-Lactam resistance
K02546	map01501	beta-Lactam resistance
K02547	map01501	beta-Lactam resistance
K03585	map01501	beta-Lactam resistance
K03587	map01501	beta-Lactam resistance
K03693	map01501	beta-Lactam resistance
K05366	map01501	beta-Lactam resistance
K05515	map01501	beta-Lactam resistance
K08218	map01501	beta-Lactam resistance
K08720	map01501	beta-Lactam resistance
K09475	map01501	beta-Lactam resistance
K09476	map01501	beta-Lactam resistance
K10823	map01501	beta-Lactam resistance
K12340	map01501	beta-Lactam resistance
K12552	map01501	beta-Lactam resistance
K12553	map01501	beta-Lactam resistance
K12555	map01501	beta-Lactam resistance
K12556	map01501	beta-Lactam resistance
K15580	map01501	beta-Lactam resistance
K15581	map01501	beta-Lactam resistance
K15582	map01501	beta-Lactam resistance
K15583	map01501	beta-Lactam resistance
K17836	map01501	beta-Lactam resistance
K17837	map01501	beta-Lactam resistance
K17838	map01501	beta-Lactam resistance
K17850	map01501	beta-Lactam resistance
K18072	map01501	beta-Lactam resistance
K18073	map01501	beta-Lactam resistance
K18093	map01501	beta-Lactam resistance
K18094	map01501	beta-Lactam resistance
K18095	map01501	beta-Lactam resistance
K18104	map01501	beta-Lactam resistance
K18129	map01501	beta-Lactam resistance
K18130	map01501	beta-Lactam resistance
K18131	map01501	beta-Lactam resistance
K18133	map01501	beta-Lactam resistance
K18135	map01501	beta-Lactam resistance
K18136	map01501	beta-Lactam resistance
K18137	map01501	beta-Lactam resistance
K18138	map01501	beta-Lactam resistance
K18139	map01501	beta-Lactam resistance
K18143	map01501	beta-Lactam resistance
K18144	map01501	beta-Lactam resistance
K18145	map01501	beta-Lactam resistance
K18146	map01501	beta-Lactam resistance
K18147	map01501	beta-Lactam resistance
K18148	map01501	beta-Lactam resistance
K18149	map01501	beta-Lactam resistance
K18150	map01501	beta-Lactam resistance
K18698	map01501	beta-Lactam resistance
K18699	map01501	beta-Lactam resistance
K18766	map01501	beta-Lactam resistance
K18767	map01501	beta-Lactam resistance
K18768	map01501	beta-Lactam resistance
K18780	map01501	beta-Lactam resistance
K18781	map01501	beta-Lactam resistance
K18782	map01501	beta-Lactam resistance
K18790	map01501	beta-Lactam resistance
K18791	map01501	beta-Lactam resistance
K18792	map01501	beta-Lactam resistance
K18793	map01501	beta-Lactam resistance
K18794	map01501	beta-Lactam resistance
K18795	map01501	beta-Lactam resistance
K18796	map01501	beta-Lactam resistance
K18797	map01501	beta-Lactam resistance
K18970	map01501	beta-Lactam resistance
K18971	map01501	beta-Lactam resistance
K18972	map01501	beta-Lactam resistance
K18973	map01501	beta-Lactam resistance
K18976	map01501	beta-Lactam resistance
K19095	map01501	beta-Lactam resistance
K19096	map01501	beta-Lactam resistance
K19097	map01501	beta-Lactam resistance
K19098	map01501	beta-Lactam resistance
K19099	map01501	beta-Lactam resistance
K19100	map01501	beta-Lactam resistance
K19101	map01501	beta-Lactam resistance
K19209	map01501	beta-Lactam resistance
K19210	map01501	beta-Lactam resistance
K19211	map01501	beta-Lactam resistance
K19212	map01501	beta-Lactam resistance
K19213	map01501	beta-Lactam resistance
K19214	map01501	beta-Lactam resistance
K19215	map01501	beta-Lactam resistance
K19216	map01501	beta-Lactam resistance
K19217	map01501	beta-Lactam resistance
K19218	map01501	beta-Lactam resistance
K19316	map01501	beta-Lactam resistance
K19317	map01501	beta-Lactam resistance
K19318	map01501	beta-Lactam resistance
K19319	map01501	beta-Lactam resistance
K19320	map01501	beta-Lactam resistance
K19321	map01501	beta-Lactam resistance
K19322	map01501	beta-Lactam resistance
K20319	map01501	beta-Lactam resistance
K20320	map01501	beta-Lactam resistance
K21266	map01501	beta-Lactam resistance
K21276	map01501	beta-Lactam resistance
K21277	map01501	beta-Lactam resistance
K22331	map01501	beta-Lactam resistance
K22332	map01501	beta-Lactam resistance
K22333	map01501	beta-Lactam resistance
K22334	map01501	beta-Lactam resistance
K22335	map01501	beta-Lactam resistance
K22346	map01501	beta-Lactam resistance
K22351	map01501	beta-Lactam resistance
K22352	map01501	beta-Lactam resistance
K01000	map01502	Vancomycin resistance
K01775	map01502	Vancomycin resistance
K01798	map01502	Vancomycin resistance
K01921	map01502	Vancomycin resistance
K01929	map01502	Vancomycin resistance
K02563	map01502	Vancomycin resistance
K07260	map01502	Vancomycin resistance
K08641	map01502	Vancomycin resistance
K15739	map01502	Vancomycin resistance
K18344	map01502	Vancomycin resistance
K18345	map01502	Vancomycin resistance
K18346	map01502	Vancomycin resistance
K18347	map01502	Vancomycin resistance
K18348	map01502	Vancomycin resistance
K18349	map01502	Vancomycin resistance
K18350	map01502	Vancomycin resistance
K18351	map01502	Vancomycin resistance
K18352	map01502	Vancomycin resistance
K18353	map01502	Vancomycin resistance
K18354	map01502	Vancomycin resistance
K18856	map01502	Vancomycin resistance
K18866	map01502	Vancomycin resistance
K00677	map01503	Cationic antimicrobial peptide (CAMP) resistance
K01364	map01503	Cationic antimicrobial peptide (CAMP) resistance
K01399	map01503	Cationic antimicrobial peptide (CAMP) resistance
K01401	map01503	Cationic antimicrobial peptide (CAMP) resistance
K01406	map01503	Cationic antimicrobial peptide (CAMP) resistance
K01448	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03367	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03585	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03673	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03739	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03740	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03760	map01503	Cationic antimicrobial peptide (CAMP) resistance
K03767	map01503	Cationic antimicrobial peptide (CAMP) resistance
K04771	map01503	Cationic antimicrobial peptide (CAMP) resistance
K06079	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07264	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07637	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07640	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07643	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07660	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07662	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07771	map01503	Cationic antimicrobial peptide (CAMP) resistance
K07806	map01503	Cationic antimicrobial peptide (CAMP) resistance
K08477	map01503	Cationic antimicrobial peptide (CAMP) resistance
K08589	map01503	Cationic antimicrobial peptide (CAMP) resistance
K10011	map01503	Cationic antimicrobial peptide (CAMP) resistance
K10012	map01503	Cationic antimicrobial peptide (CAMP) resistance
K12340	map01503	Cationic antimicrobial peptide (CAMP) resistance
K12962	map01503	Cationic antimicrobial peptide (CAMP) resistance
K12963	map01503	Cationic antimicrobial peptide (CAMP) resistance
K12973	map01503	Cationic antimicrobial peptide (CAMP) resistance
K12975	map01503	Cationic antimicrobial peptide (CAMP) resistance
K13014	map01503	Cationic antimicrobial peptide (CAMP) resistance
K13632	map01503	Cationic antimicrobial peptide (CAMP) resistance
K14188	map01503	Cationic antimicrobial peptide (CAMP) resistance
K14198	map01503	Cationic antimicrobial peptide (CAMP) resistance
K14205	map01503	Cationic antimicrobial peptide (CAMP) resistance
K18072	map01503	Cationic antimicrobial peptide (CAMP) resistance
K18073	map01503	Cationic antimicrobial peptide (CAMP) resistance
K18138	map01503	Cationic antimicrobial peptide (CAMP) resistance
K18514	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19077	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19078	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19079	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19080	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19226	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19227	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19228	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19229	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19230	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19236	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19238	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19239	map01503	Cationic antimicrobial peptide (CAMP) resistance
K19240	map01503	Cationic antimicrobial peptide (CAMP) resistance
K00922	map01521	EGFR tyrosine kinase inhibitor resistance
K01110	map01521	EGFR tyrosine kinase inhibitor resistance
K01116	map01521	EGFR tyrosine kinase inhibitor resistance
K02158	map01521	EGFR tyrosine kinase inhibitor resistance
K02159	map01521	EGFR tyrosine kinase inhibitor resistance
K02161	map01521	EGFR tyrosine kinase inhibitor resistance
K02649	map01521	EGFR tyrosine kinase inhibitor resistance
K02677	map01521	EGFR tyrosine kinase inhibitor resistance
K02833	map01521	EGFR tyrosine kinase inhibitor resistance
K02991	map01521	EGFR tyrosine kinase inhibitor resistance
K03083	map01521	EGFR tyrosine kinase inhibitor resistance
K03099	map01521	EGFR tyrosine kinase inhibitor resistance
K03259	map01521	EGFR tyrosine kinase inhibitor resistance
K04357	map01521	EGFR tyrosine kinase inhibitor resistance
K04359	map01521	EGFR tyrosine kinase inhibitor resistance
K04361	map01521	EGFR tyrosine kinase inhibitor resistance
K04363	map01521	EGFR tyrosine kinase inhibitor resistance
K04364	map01521	EGFR tyrosine kinase inhibitor resistance
K04365	map01521	EGFR tyrosine kinase inhibitor resistance
K04366	map01521	EGFR tyrosine kinase inhibitor resistance
K04368	map01521	EGFR tyrosine kinase inhibitor resistance
K04369	map01521	EGFR tyrosine kinase inhibitor resistance
K04371	map01521	EGFR tyrosine kinase inhibitor resistance
K04447	map01521	EGFR tyrosine kinase inhibitor resistance
K04456	map01521	EGFR tyrosine kinase inhibitor resistance
K04570	map01521	EGFR tyrosine kinase inhibitor resistance
K04688	map01521	EGFR tyrosine kinase inhibitor resistance
K04692	map01521	EGFR tyrosine kinase inhibitor resistance
K05055	map01521	EGFR tyrosine kinase inhibitor resistance
K05083	map01521	EGFR tyrosine kinase inhibitor resistance
K05084	map01521	EGFR tyrosine kinase inhibitor resistance
K05087	map01521	EGFR tyrosine kinase inhibitor resistance
K05089	map01521	EGFR tyrosine kinase inhibitor resistance
K05093	map01521	EGFR tyrosine kinase inhibitor resistance
K05094	map01521	EGFR tyrosine kinase inhibitor resistance
K05098	map01521	EGFR tyrosine kinase inhibitor resistance
K05099	map01521	EGFR tyrosine kinase inhibitor resistance
K05115	map01521	EGFR tyrosine kinase inhibitor resistance
K05405	map01521	EGFR tyrosine kinase inhibitor resistance
K05448	map01521	EGFR tyrosine kinase inhibitor resistance
K05450	map01521	EGFR tyrosine kinase inhibitor resistance
K05455	map01521	EGFR tyrosine kinase inhibitor resistance
K05456	map01521	EGFR tyrosine kinase inhibitor resistance
K05459	map01521	EGFR tyrosine kinase inhibitor resistance
K05460	map01521	EGFR tyrosine kinase inhibitor resistance
K05464	map01521	EGFR tyrosine kinase inhibitor resistance
K05704	map01521	EGFR tyrosine kinase inhibitor resistance
K05859	map01521	EGFR tyrosine kinase inhibitor resistance
K06279	map01521	EGFR tyrosine kinase inhibitor resistance
K07203	map01521	EGFR tyrosine kinase inhibitor resistance
K07205	map01521	EGFR tyrosine kinase inhibitor resistance
K07827	map01521	EGFR tyrosine kinase inhibitor resistance
K07828	map01521	EGFR tyrosine kinase inhibitor resistance
K08052	map01521	EGFR tyrosine kinase inhibitor resistance
K08774	map01521	EGFR tyrosine kinase inhibitor resistance
K08845	map01521	EGFR tyrosine kinase inhibitor resistance
K09408	map01521	EGFR tyrosine kinase inhibitor resistance
K09593	map01521	EGFR tyrosine kinase inhibitor resistance
K11217	map01521	EGFR tyrosine kinase inhibitor resistance
K16341	map01521	EGFR tyrosine kinase inhibitor resistance
K17386	map01521	EGFR tyrosine kinase inhibitor resistance
K17447	map01521	EGFR tyrosine kinase inhibitor resistance
K17448	map01521	EGFR tyrosine kinase inhibitor resistance
K17449	map01521	EGFR tyrosine kinase inhibitor resistance
K18497	map01521	EGFR tyrosine kinase inhibitor resistance
K19662	map01521	EGFR tyrosine kinase inhibitor resistance
K19663	map01521	EGFR tyrosine kinase inhibitor resistance
K00922	map01522	Endocrine resistance
K01398	map01522	Endocrine resistance
K01403	map01522	Endocrine resistance
K02089	map01522	Endocrine resistance
K02158	map01522	Endocrine resistance
K02159	map01522	Endocrine resistance
K02161	map01522	Endocrine resistance
K02599	map01522	Endocrine resistance
K02649	map01522	Endocrine resistance
K02833	map01522	Endocrine resistance
K03099	map01522	Endocrine resistance
K04246	map01522	Endocrine resistance
K04345	map01522	Endocrine resistance
K04361	map01522	Endocrine resistance
K04364	map01522	Endocrine resistance
K04365	map01522	Endocrine resistance
K04366	map01522	Endocrine resistance
K04368	map01522	Endocrine resistance
K04369	map01522	Endocrine resistance
K04371	map01522	Endocrine resistance
K04379	map01522	Endocrine resistance
K04440	map01522	Endocrine resistance
K04441	map01522	Endocrine resistance
K04448	map01522	Endocrine resistance
K04451	map01522	Endocrine resistance
K04456	map01522	Endocrine resistance
K04503	map01522	Endocrine resistance
K04632	map01522	Endocrine resistance
K04650	map01522	Endocrine resistance
K04684	map01522	Endocrine resistance
K04688	map01522	Endocrine resistance
K05083	map01522	Endocrine resistance
K05087	map01522	Endocrine resistance
K05459	map01522	Endocrine resistance
K05664	map01522	Endocrine resistance
K05704	map01522	Endocrine resistance
K05725	map01522	Endocrine resistance
K05931	map01522	Endocrine resistance
K06051	map01522	Endocrine resistance
K06052	map01522	Endocrine resistance
K06279	map01522	Endocrine resistance
K06618	map01522	Endocrine resistance
K06620	map01522	Endocrine resistance
K06621	map01522	Endocrine resistance
K06622	map01522	Endocrine resistance
K06624	map01522	Endocrine resistance
K06625	map01522	Endocrine resistance
K06643	map01522	Endocrine resistance
K07203	map01522	Endocrine resistance
K07827	map01522	Endocrine resistance
K07828	map01522	Endocrine resistance
K08041	map01522	Endocrine resistance
K08042	map01522	Endocrine resistance
K08043	map01522	Endocrine resistance
K08044	map01522	Endocrine resistance
K08045	map01522	Endocrine resistance
K08046	map01522	Endocrine resistance
K08047	map01522	Endocrine resistance
K08048	map01522	Endocrine resistance
K08049	map01522	Endocrine resistance
K08523	map01522	Endocrine resistance
K08550	map01522	Endocrine resistance
K08551	map01522	Endocrine resistance
K08845	map01522	Endocrine resistance
K09389	map01522	Endocrine resistance
K11256	map01522	Endocrine resistance
K15144	map01522	Endocrine resistance
K17447	map01522	Endocrine resistance
K17448	map01522	Endocrine resistance
K17449	map01522	Endocrine resistance
K17454	map01522	Endocrine resistance
K17712	map01522	Endocrine resistance
K18452	map01522	Endocrine resistance
K20994	map01522	Endocrine resistance
K20995	map01522	Endocrine resistance
K20996	map01522	Endocrine resistance
K21635	map01522	Endocrine resistance
K00287	map01523	Antifolate resistance
K00458	map01523	Antifolate resistance
K00560	map01523	Antifolate resistance
K00600	map01523	Antifolate resistance
K00602	map01523	Antifolate resistance
K01307	map01523	Antifolate resistance
K01930	map01523	Antifolate resistance
K02580	map01523	Antifolate resistance
K03156	map01523	Antifolate resistance
K04467	map01523	Antifolate resistance
K04519	map01523	Antifolate resistance
K04735	map01523	Antifolate resistance
K05405	map01523	Antifolate resistance
K05665	map01523	Antifolate resistance
K05666	map01523	Antifolate resistance
K05667	map01523	Antifolate resistance
K05668	map01523	Antifolate resistance
K05673	map01523	Antifolate resistance
K05681	map01523	Antifolate resistance
K07209	map01523	Antifolate resistance
K07210	map01523	Antifolate resistance
K11787	map01523	Antifolate resistance
K13649	map01523	Antifolate resistance
K14609	map01523	Antifolate resistance
K14613	map01523	Antifolate resistance
K25004	map01523	Antifolate resistance
K00799	map01524	Platinum drug resistance
K00922	map01524	Platinum drug resistance
K02084	map01524	Platinum drug resistance
K02158	map01524	Platinum drug resistance
K02159	map01524	Platinum drug resistance
K02161	map01524	Platinum drug resistance
K02187	map01524	Platinum drug resistance
K02350	map01524	Platinum drug resistance
K02373	map01524	Platinum drug resistance
K02649	map01524	Platinum drug resistance
K03164	map01524	Platinum drug resistance
K03509	map01524	Platinum drug resistance
K04371	map01524	Platinum drug resistance
K04389	map01524	Platinum drug resistance
K04390	map01524	Platinum drug resistance
K04398	map01524	Platinum drug resistance
K04399	map01524	Platinum drug resistance
K04426	map01524	Platinum drug resistance
K04451	map01524	Platinum drug resistance
K04456	map01524	Platinum drug resistance
K04570	map01524	Platinum drug resistance
K04725	map01524	Platinum drug resistance
K04726	map01524	Platinum drug resistance
K04728	map01524	Platinum drug resistance
K05083	map01524	Platinum drug resistance
K05666	map01524	Platinum drug resistance
K06276	map01524	Platinum drug resistance
K06621	map01524	Platinum drug resistance
K06625	map01524	Platinum drug resistance
K06643	map01524	Platinum drug resistance
K08731	map01524	Platinum drug resistance
K08734	map01524	Platinum drug resistance
K08735	map01524	Platinum drug resistance
K08736	map01524	Platinum drug resistance
K08737	map01524	Platinum drug resistance
K08738	map01524	Platinum drug resistance
K10131	map01524	Platinum drug resistance
K10132	map01524	Platinum drug resistance
K10605	map01524	Platinum drug resistance
K10847	map01524	Platinum drug resistance
K10849	map01524	Platinum drug resistance
K14021	map01524	Platinum drug resistance
K14686	map01524	Platinum drug resistance
K16060	map01524	Platinum drug resistance
K17686	map01524	Platinum drug resistance
K23790	map01524	Platinum drug resistance
K01995	map02010	ABC transporters
K01996	map02010	ABC transporters
K01997	map02010	ABC transporters
K01998	map02010	ABC transporters
K01999	map02010	ABC transporters
K02000	map02010	ABC transporters
K02001	map02010	ABC transporters
K02002	map02010	ABC transporters
K02006	map02010	ABC transporters
K02007	map02010	ABC transporters
K02008	map02010	ABC transporters
K02009	map02010	ABC transporters
K02010	map02010	ABC transporters
K02011	map02010	ABC transporters
K02012	map02010	ABC transporters
K02017	map02010	ABC transporters
K02018	map02010	ABC transporters
K02020	map02010	ABC transporters
K02036	map02010	ABC transporters
K02037	map02010	ABC transporters
K02038	map02010	ABC transporters
K02040	map02010	ABC transporters
K02041	map02010	ABC transporters
K02042	map02010	ABC transporters
K02044	map02010	ABC transporters
K02045	map02010	ABC transporters
K02046	map02010	ABC transporters
K02047	map02010	ABC transporters
K02048	map02010	ABC transporters
K02062	map02010	ABC transporters
K02063	map02010	ABC transporters
K02064	map02010	ABC transporters
K02065	map02010	ABC transporters
K02066	map02010	ABC transporters
K02067	map02010	ABC transporters
K02071	map02010	ABC transporters
K02072	map02010	ABC transporters
K02073	map02010	ABC transporters
K02193	map02010	ABC transporters
K02194	map02010	ABC transporters
K02195	map02010	ABC transporters
K02196	map02010	ABC transporters
K02424	map02010	ABC transporters
K02471	map02010	ABC transporters
K03523	map02010	ABC transporters
K05031	map02010	ABC transporters
K05032	map02010	ABC transporters
K05033	map02010	ABC transporters
K05641	map02010	ABC transporters
K05642	map02010	ABC transporters
K05643	map02010	ABC transporters
K05644	map02010	ABC transporters
K05645	map02010	ABC transporters
K05646	map02010	ABC transporters
K05647	map02010	ABC transporters
K05648	map02010	ABC transporters
K05649	map02010	ABC transporters
K05650	map02010	ABC transporters
K05651	map02010	ABC transporters
K05652	map02010	ABC transporters
K05653	map02010	ABC transporters
K05654	map02010	ABC transporters
K05655	map02010	ABC transporters
K05656	map02010	ABC transporters
K05657	map02010	ABC transporters
K05658	map02010	ABC transporters
K05659	map02010	ABC transporters
K05660	map02010	ABC transporters
K05661	map02010	ABC transporters
K05662	map02010	ABC transporters
K05664	map02010	ABC transporters
K05665	map02010	ABC transporters
K05666	map02010	ABC transporters
K05667	map02010	ABC transporters
K05668	map02010	ABC transporters
K05669	map02010	ABC transporters
K05670	map02010	ABC transporters
K05671	map02010	ABC transporters
K05672	map02010	ABC transporters
K05673	map02010	ABC transporters
K05674	map02010	ABC transporters
K05675	map02010	ABC transporters
K05676	map02010	ABC transporters
K05677	map02010	ABC transporters
K05678	map02010	ABC transporters
K05679	map02010	ABC transporters
K05680	map02010	ABC transporters
K05681	map02010	ABC transporters
K05682	map02010	ABC transporters
K05683	map02010	ABC transporters
K05684	map02010	ABC transporters
K05685	map02010	ABC transporters
K05772	map02010	ABC transporters
K05773	map02010	ABC transporters
K05776	map02010	ABC transporters
K05813	map02010	ABC transporters
