	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-00593	0	0	0	0	0	0	0	1
PTU-00594	0	0	1	0	1	1	0	1
PTU-00595	0	0	0	0	1	0	0	0
PTU-00596	0	0	1	1	0	1	0	1
PTU-00597	0	0	0	0	1	0	0	0
PTU-00598	1	1	1	0	1	1	0	1
PTU-00599	0	0	0	0	1	0	0	1
PTU-00600	0	0	0	1	0	0	0	0
PTU-00601	0	1	0	1	0	0	0	0
PTU-00602	1	0	0	0	1	0	0	0
PTU-00603	0	0	0	1	0	0	0	0
PTU-00604	0	0	0	0	1	0	0	0
PTU-00605	0	1	0	0	0	1	0	0
PTU-00606	1	0	0	0	1	1	0	0
PTU-00607	0	0	0	0	1	1	0	1
PTU-00608	0	0	0	1	0	0	0	0
PTU-00609	1	0	1	0	1	0	0	1
PTU-00610	1	0	0	0	1	0	0	0
PTU-00611	0	0	0	0	1	0	0	0
PTU-00612	0	0	1	1	0	1	0	1
PTU-00613	0	0	0	0	1	0	0	0
PTU-00614	1	0	0	0	1	0	0	0
PTU-00615	0	0	0	1	0	0	0	0
PTU-00616	1	0	0	0	1	0	0	1
PTU-00617	0	0	0	0	0	1	0	0
PTU-00618	0	1	1	0	1	0	0	1
PTU-00619	0	1	0	1	0	0	0	0
PTU-00620	0	0	0	0	0	0	0	1
PTU-00621	1	1	0	0	1	0	0	1
PTU-00622	0	0	0	1	0	0	0	0
PTU-00623	0	0	1	1	0	1	0	1
PTU-00624	0	0	0	0	0	1	0	1
PTU-00625	1	1	1	0	1	1	0	1
PTU-00626	0	0	0	0	0	1	0	1
PTU-00627	1	1	0	0	1	0	0	1
PTU-00628	0	0	1	0	0	0	0	1
PTU-00629	0	0	0	0	1	0	0	0
PTU-00630	1	1	1	0	1	1	0	1
PTU-00631	0	0	0	1	0	0	0	0
PTU-00632	0	0	1	0	0	0	0	0
PTU-00633	0	0	0	1	0	0	0	0
PTU-00634	1	0	0	0	0	0	0	1
PTU-00635	0	1	1	0	0	0	0	0
PTU-00636	0	0	0	0	1	0	0	1
PTU-00637	0	0	0	0	1	0	0	0
PTU-00638	0	1	0	0	1	1	1	1
PTU-00639	0	1	0	0	1	0	0	1
PTU-00640	0	0	0	1	0	0	0	0
PTU-00641	0	0	0	0	1	0	0	0
PTU-00642	0	0	0	0	0	1	0	0
PTU-00643	0	0	0	1	0	1	1	0
PTU-00644	0	1	1	1	0	1	0	0
PTU-00645	1	1	0	0	1	0	0	0
PTU-00646	0	0	0	1	0	0	0	0
PTU-00647	0	0	1	0	0	1	0	0
PTU-00648	0	0	0	0	1	0	0	0
PTU-00649	0	0	0	0	1	0	0	0
PTU-00650	0	1	0	0	1	0	0	0
PTU-00651	0	1	0	0	0	0	0	0
PTU-00652	0	0	0	0	1	0	0	1
PTU-00653	0	0	0	0	1	0	0	0
PTU-00654	0	0	0	0	1	0	0	1
PTU-00655	0	0	0	0	1	0	0	0
PTU-00656	0	0	0	1	0	0	0	0
PTU-00657	1	0	0	0	1	0	0	0
PTU-00658	0	0	0	0	1	0	0	0
PTU-00659	0	1	0	0	1	1	0	1
PTU-00660	0	0	0	0	1	0	0	0
PTU-00661	0	0	0	0	1	0	0	0
PTU-00662	0	0	0	1	0	0	0	0
PTU-00663	1	0	1	0	1	0	0	1
PTU-00664	1	0	0	0	1	0	0	1
PTU-00665	1	1	1	0	1	1	0	0
PTU-00666	1	0	0	0	1	0	0	0
PTU-00667	1	1	0	0	1	1	0	0
PTU-00668	0	0	0	0	1	0	0	1
PTU-00669	0	0	0	0	1	0	0	0
PTU-00670	0	0	0	1	0	0	0	0
PTU-00671	0	1	1	0	1	0	0	1
PTU-00672	0	0	0	0	1	0	0	1
PTU-00673	0	0	0	1	0	0	0	0
PTU-00674	0	0	1	1	0	1	0	0
PTU-00675	0	0	0	1	0	1	0	0
PTU-00676	0	0	0	0	1	0	0	0
PTU-00677	0	0	0	1	0	1	0	0
PTU-00678	0	0	0	1	0	0	0	0
PTU-00679	0	0	1	0	1	1	1	0
PTU-00680	1	0	0	0	1	0	0	1
PTU-00681	0	1	0	1	0	0	0	0
PTU-00682	0	0	0	1	0	0	0	0
PTU-00683	1	0	0	0	0	0	0	0
PTU-00684	0	0	0	1	0	0	0	0
PTU-00685	0	1	0	1	0	0	0	0
PTU-00686	0	0	0	0	1	0	0	0
PTU-00687	0	0	1	0	0	1	0	0
PTU-00688	1	1	1	1	1	0	0	1
PTU-00689	0	0	0	1	0	0	0	0
PTU-00690	0	0	0	0	1	0	0	0
PTU-00691	1	0	0	0	1	0	0	0
PTU-00692	0	0	0	0	1	0	0	1
PTU-00693	1	1	0	0	1	1	0	0
PTU-00694	0	0	0	1	0	0	0	0
PTU-00695	1	0	0	0	1	0	0	0
PTU-00696	1	0	1	0	1	1	0	0
PTU-00697	1	0	0	0	1	1	0	1
PTU-00698	0	0	0	1	0	0	0	0
PTU-00699	0	1	0	1	0	0	0	0
PTU-00700	1	0	0	0	1	0	0	0
PTU-00701	0	0	1	0	0	0	0	1
PTU-00702	0	0	0	0	1	0	0	0
PTU-00703	0	0	0	0	1	0	0	0
PTU-00704	1	1	1	0	0	0	0	0
PTU-00705	0	0	0	0	1	0	0	0
PTU-00706	1	1	0	0	0	0	0	0
PTU-00707	0	0	0	0	0	0	0	1
PTU-00708	0	0	0	0	1	0	0	0
PTU-00709	0	0	1	1	0	0	0	1
PTU-00710	1	0	0	0	1	0	0	0
PTU-00711	0	0	0	0	1	0	0	1
PTU-00712	0	1	1	0	0	1	0	0
PTU-00713	0	0	0	1	0	0	0	0
PTU-00714	0	0	0	1	0	0	0	0
PTU-00715	0	1	1	1	0	1	0	0
PTU-00716	0	0	0	1	0	0	0	0
PTU-00717	1	0	0	0	1	1	0	1
PTU-00718	0	0	0	0	0	1	0	0
PTU-00719	0	0	0	1	0	0	0	0
PTU-00720	0	0	0	1	1	1	0	1
PTU-00721	0	0	0	1	0	0	0	0
PTU-00722	0	0	0	0	1	0	0	0
PTU-00723	0	0	0	0	1	0	0	0
PTU-00724	0	0	0	0	1	0	0	1
PTU-00725	1	1	1	0	1	1	0	0
PTU-00726	0	0	0	1	0	0	0	0
PTU-00727	0	0	0	0	1	0	0	0
PTU-00728	0	0	0	0	1	1	0	1
PTU-00729	0	0	0	0	0	1	0	0
PTU-00730	0	0	0	0	1	0	0	0
PTU-00731	0	1	0	0	1	1	0	1
PTU-00732	0	0	0	1	0	0	0	0
PTU-00733	0	0	0	1	0	0	0	0
PTU-00734	0	0	0	1	0	0	0	0
PTU-00735	0	0	0	0	0	1	0	0
PTU-00736	1	0	0	0	1	0	0	0
PTU-00737	0	1	1	0	1	0	0	0
PTU-00738	0	0	0	1	0	0	0	0
PTU-00739	0	0	0	0	1	0	0	0
PTU-00740	0	0	0	1	0	0	0	0
PTU-00741	0	0	0	0	0	0	0	1
PTU-00742	0	0	1	0	1	0	1	1
PTU-00743	0	0	0	1	0	0	0	0
PTU-00744	0	0	0	1	0	0	0	0
PTU-00745	0	0	1	0	1	1	0	0
PTU-00746	0	0	0	0	1	0	0	1
PTU-00747	0	0	1	0	1	0	0	0
PTU-00748	0	0	0	1	0	0	0	0
PTU-00749	0	0	0	0	1	0	0	0
PTU-00750	0	0	0	1	0	0	0	0
PTU-00751	0	0	1	0	1	0	0	0
PTU-00752	0	0	0	0	0	1	0	1
PTU-00753	0	1	0	1	0	0	0	0
PTU-00754	0	0	1	1	0	1	0	1
PTU-00755	0	0	0	1	1	1	0	0
PTU-00756	1	1	0	0	0	1	0	1
PTU-00757	0	0	0	1	0	1	0	0
PTU-00758	0	1	0	0	1	0	0	1
PTU-00759	0	0	0	0	1	0	0	0
PTU-00760	0	0	0	0	0	1	0	0
PTU-00761	0	0	0	0	0	1	0	0
PTU-00762	0	0	0	0	1	0	0	0
PTU-00763	0	0	1	0	0	1	0	0
PTU-00764	0	0	0	0	0	1	0	0
PTU-00765	0	0	0	0	1	0	0	1
PTU-00766	0	0	0	0	1	0	0	0
PTU-00767	1	0	0	0	1	0	0	0
PTU-00768	0	0	0	0	1	0	0	0
PTU-00769	0	0	0	0	1	1	0	0
PTU-00770	0	0	1	1	0	0	0	1
PTU-00771	0	0	0	1	0	0	0	0
PTU-00772	0	0	1	0	0	1	0	0
PTU-00773	1	0	0	0	1	1	0	0
PTU-00774	1	0	0	0	1	0	0	1
PTU-00775	0	0	0	1	0	0	0	0
PTU-00776	0	0	1	0	0	1	0	0
PTU-00777	1	0	0	0	1	1	0	1
PTU-00778	1	0	0	0	1	0	0	1
PTU-00779	0	0	0	0	1	0	0	0
PTU-00780	0	0	1	0	0	0	1	0
PTU-00781	0	0	0	1	0	0	0	0
PTU-00782	1	0	0	0	1	0	0	0
PTU-00783	0	0	0	0	1	0	0	0
PTU-00784	0	0	0	0	1	0	0	0
PTU-00785	0	0	0	0	1	0	0	0
PTU-00786	0	0	0	1	1	1	0	0
PTU-00787	0	0	0	0	1	0	0	0
PTU-00788	0	0	0	0	1	0	0	1
PTU-00789	0	0	0	1	0	0	0	0
PTU-00790	0	0	1	0	1	0	0	0
PTU-00791	0	0	0	0	1	0	0	1
PTU-00792	0	0	0	1	0	0	0	0
PTU-00793	0	0	0	1	0	1	0	0
PTU-00794	0	0	0	0	1	0	0	0
PTU-00795	0	0	0	0	1	0	0	1
PTU-00796	0	0	0	0	1	0	0	1
PTU-00797	0	0	0	1	0	0	0	0
PTU-00798	0	0	0	0	0	0	0	1
PTU-00799	0	0	0	0	1	0	0	0
PTU-00800	0	0	0	0	1	0	0	0
PTU-00801	1	0	0	0	0	0	0	0
PTU-00802	0	0	0	0	1	0	0	0
PTU-00803	1	0	0	0	0	0	0	0
PTU-00804	0	0	0	1	0	0	0	0
PTU-00805	0	1	0	0	0	1	0	1
PTU-00806	0	0	0	1	0	1	0	0
PTU-00807	0	0	1	1	0	1	0	0
PTU-00808	0	0	0	0	0	1	0	1
PTU-00809	0	1	0	0	1	0	0	0
PTU-00810	1	0	0	0	0	0	0	1
PTU-00811	0	0	0	0	0	0	0	1
PTU-00812	0	0	0	0	1	0	0	0
PTU-00813	0	0	0	0	1	0	0	0
PTU-00814	0	0	0	0	0	0	1	0
PTU-00815	0	1	0	0	1	0	0	0
PTU-00816	0	1	1	0	0	0	0	0
PTU-00817	0	0	0	0	1	0	0	0
PTU-00818	0	0	0	1	1	0	0	0
PTU-00819	0	1	0	0	0	0	0	0
PTU-00820	0	0	0	1	0	0	0	0
PTU-00821	0	0	1	0	0	1	0	1
PTU-00822	0	0	0	0	1	0	0	0
PTU-00823	0	0	0	0	1	0	0	0
PTU-00824	0	0	0	0	1	0	0	0
PTU-00825	0	0	0	1	0	0	0	0
PTU-00826	1	1	0	0	0	0	0	0
PTU-00827	1	0	1	0	1	0	0	1
PTU-00828	1	0	0	0	1	0	0	0
PTU-00829	0	0	1	0	1	0	1	0
PTU-00830	0	0	0	0	1	0	0	0
PTU-00831	0	1	0	0	1	0	0	0
PTU-00832	0	0	0	1	0	0	0	0
PTU-00833	0	0	0	0	1	0	0	0
PTU-00834	0	0	0	0	1	0	0	1
PTU-00835	0	0	0	1	0	0	0	0
PTU-00836	0	0	0	0	1	1	1	0
PTU-00837	0	0	1	0	0	1	0	1
PTU-00838	0	0	0	1	0	0	0	0
PTU-00839	0	0	0	0	1	0	0	1
PTU-00840	1	0	0	0	1	0	0	0
PTU-00841	0	0	0	1	0	0	0	0
PTU-00842	0	0	0	0	1	0	0	0
PTU-00843	0	0	0	0	1	0	0	1
PTU-00844	0	0	0	1	0	0	0	0
PTU-00845	0	0	0	0	1	0	0	0
PTU-00846	0	0	0	0	1	0	0	0
PTU-00847	0	0	0	1	0	0	0	0
PTU-00848	1	0	0	0	0	1	0	0
PTU-00849	0	0	0	0	0	1	0	0
PTU-00850	0	0	0	0	0	1	1	0
PTU-00851	0	0	1	0	1	1	0	0
PTU-00852	1	0	0	0	0	0	0	0
PTU-00853	0	0	0	0	1	0	0	0
PTU-00854	0	0	0	0	0	0	0	1
PTU-00855	1	0	0	0	0	0	0	0
PTU-00856	1	0	0	0	1	0	0	0
PTU-00857	0	0	0	0	1	0	0	0
PTU-00858	0	0	0	1	0	0	0	0
PTU-00859	0	0	1	0	0	1	0	0
PTU-00860	0	0	0	0	1	0	0	1
PTU-00861	0	0	1	0	1	0	0	0
PTU-00862	0	0	1	0	1	1	0	0
PTU-00863	0	0	0	0	0	0	0	1
PTU-00864	0	0	1	0	1	1	0	1
PTU-00865	0	0	1	0	0	1	1	1
PTU-00866	0	0	0	1	0	0	0	0
PTU-00867	0	0	0	1	0	0	0	0
PTU-00868	0	0	0	0	1	0	0	0
PTU-00869	0	0	1	0	1	0	0	0
PTU-00870	0	0	0	1	0	0	0	0
PTU-00871	0	0	0	0	1	0	0	1
PTU-00872	0	0	0	1	0	0	0	0
PTU-00873	0	0	1	0	1	0	0	1
PTU-00874	0	0	0	0	1	0	0	0
PTU-00875	0	0	0	0	0	0	1	0
PTU-00876	1	1	1	0	0	0	0	0
PTU-00877	1	0	0	0	1	0	0	0
PTU-00878	0	0	0	0	1	0	0	0
PTU-00879	0	0	1	0	1	0	0	0
PTU-00880	0	0	1	0	1	0	0	0
PTU-00881	1	1	1	0	1	1	1	1
PTU-00882	0	0	0	0	0	0	1	0
PTU-00883	0	0	0	0	0	1	0	1
PTU-00884	0	0	0	0	1	0	0	1
PTU-00885	0	0	0	1	0	1	0	0
PTU-00886	0	0	0	0	0	1	0	1
PTU-00887	1	0	0	0	1	0	0	0
PTU-00888	1	1	0	0	1	0	0	1
PTU-00889	0	0	0	1	0	0	0	0
PTU-00890	0	0	0	1	0	1	0	0
PTU-00891	0	0	1	1	0	1	0	0
PTU-00892	0	0	1	0	0	1	0	0
PTU-00893	1	0	0	0	1	0	0	0
PTU-00894	1	0	0	0	1	0	0	0
PTU-00895	0	0	1	0	1	0	0	0
PTU-00896	0	0	0	0	1	0	0	1
PTU-00897	0	0	0	0	1	0	0	0
PTU-00898	1	1	0	1	1	0	0	0
PTU-00899	0	1	1	0	1	0	1	0
PTU-00900	0	0	0	1	0	0	0	0
PTU-00901	1	1	0	0	1	0	0	0
PTU-00902	0	0	0	0	1	0	0	1
PTU-00903	0	1	0	0	1	0	0	0
PTU-00904	0	1	0	0	1	0	0	0
PTU-00905	0	0	0	0	0	0	1	1
PTU-00906	0	0	1	1	0	1	0	0
PTU-00907	1	0	1	0	1	1	1	0
PTU-00908	0	0	0	1	0	0	0	0
PTU-00909	0	0	0	1	0	0	0	0
PTU-00910	0	1	1	0	1	1	0	0
PTU-00911	0	0	1	0	0	1	0	0
PTU-00912	0	1	1	1	1	0	0	1
PTU-00913	0	0	0	0	0	0	0	1
PTU-00914	0	0	0	1	0	0	0	0
PTU-00915	0	0	0	1	0	0	0	0
PTU-00916	0	1	0	1	0	0	0	0
PTU-00917	0	0	0	0	1	0	0	0
PTU-00918	0	0	0	1	0	0	0	0
PTU-00919	0	1	0	0	1	0	0	0
PTU-00920	0	0	1	1	0	1	0	0
PTU-00921	0	0	0	1	0	1	0	0
PTU-00922	1	1	1	0	1	1	0	1
PTU-00923	0	0	1	1	0	1	0	0
PTU-00924	0	0	0	0	1	0	0	0
PTU-00925	0	0	0	0	1	0	0	0
PTU-00926	0	0	0	0	0	0	0	1
PTU-00927	0	0	0	0	1	0	0	0
PTU-00928	0	0	0	0	1	0	0	0
PTU-00929	0	0	0	1	0	0	0	0
PTU-00930	0	0	0	0	1	1	0	0
PTU-00931	0	0	0	1	0	0	0	0
PTU-00932	0	0	0	1	0	0	0	0
PTU-00933	0	0	0	0	0	0	0	1
PTU-00934	0	0	1	1	1	1	0	1
PTU-00935	0	1	0	0	1	0	0	0
PTU-00936	0	0	0	0	0	0	0	1
PTU-00937	0	0	0	0	0	0	0	1
PTU-00938	0	0	0	0	1	0	0	0
PTU-00939	0	0	0	0	1	0	0	0
PTU-00940	1	0	0	0	1	0	0	0
PTU-00941	0	0	0	0	1	0	0	1
PTU-00942	0	0	0	0	1	0	0	0
PTU-00943	0	0	0	0	1	0	0	0
PTU-00944	0	0	0	0	0	1	0	0
PTU-00945	0	1	0	0	1	0	0	0
PTU-00946	0	0	0	0	1	0	0	1
PTU-00947	0	0	0	0	0	1	0	0
PTU-00948	0	0	0	1	0	0	0	0
PTU-00949	0	0	0	0	0	1	0	0
PTU-00950	0	0	0	0	1	0	0	1
PTU-00951	0	0	0	0	1	0	0	0
PTU-00952	0	0	0	1	0	0	0	0
PTU-00953	0	0	0	1	0	0	0	0
PTU-00954	0	0	0	0	1	0	0	0
PTU-00955	0	0	0	1	0	0	0	0
PTU-00956	0	0	0	0	1	0	0	0
PTU-00957	0	0	0	1	0	0	0	0
PTU-00958	0	0	0	0	1	0	0	0
PTU-00959	0	0	0	1	0	0	0	0
PTU-00960	0	0	0	0	1	0	0	0
PTU-00961	0	0	0	0	1	0	0	0
PTU-00962	0	0	0	0	1	0	0	0
PTU-00963	0	0	0	0	1	0	0	0
PTU-00964	0	0	0	0	1	0	0	0
PTU-00965	0	0	0	0	0	0	0	1
PTU-00966	0	0	0	1	0	1	0	0
PTU-00967	0	0	0	1	0	0	0	0
PTU-00968	0	0	0	1	0	0	0	0
PTU-00969	1	0	1	0	1	0	0	1
PTU-00970	0	0	0	0	1	0	0	0
PTU-00971	0	0	0	0	1	0	0	1
PTU-00972	0	0	0	0	1	0	0	0
PTU-00973	0	0	0	0	1	0	0	0
PTU-00974	0	1	0	1	0	0	0	0
PTU-00975	1	0	0	0	1	0	0	0
PTU-00976	0	1	0	0	1	0	0	0
PTU-00977	0	0	0	1	0	0	0	0
PTU-00978	0	0	0	1	0	0	0	0
PTU-00979	0	0	0	0	1	0	0	1
PTU-00980	0	0	0	0	1	0	0	0
PTU-00981	0	0	0	1	0	0	0	0
PTU-00982	1	0	0	0	0	0	0	1
PTU-00983	0	0	0	0	1	0	0	0
PTU-00984	0	0	0	0	1	0	0	0
PTU-00985	0	0	0	0	1	0	0	1
PTU-00986	0	0	0	1	0	0	0	0
PTU-00987	0	0	1	0	0	0	0	0
PTU-00988	0	0	0	0	1	0	0	1
PTU-00989	0	0	0	1	0	0	0	0
PTU-00990	0	0	0	0	1	0	0	0
PTU-00991	0	0	1	0	1	0	0	1
PTU-00992	0	0	0	0	1	0	0	0
PTU-00993	0	1	1	0	0	1	1	0
PTU-00994	0	0	1	0	0	0	0	1
PTU-00995	0	0	0	0	1	0	0	1
PTU-00996	0	0	0	0	1	0	0	0
PTU-00997	1	0	0	0	1	0	0	0
PTU-00998	1	0	0	0	1	0	0	0
PTU-00999	1	1	1	0	0	0	1	0
PTU-01000	0	0	0	0	1	1	0	1
PTU-01001	1	1	0	0	0	1	0	0
PTU-01002	1	1	0	1	0	1	0	0
PTU-01003	0	0	0	0	0	0	0	1
PTU-01004	0	0	1	0	0	1	0	0
PTU-01005	0	0	1	0	0	0	0	0
PTU-01006	0	0	1	1	0	1	0	0
PTU-01007	0	0	0	1	0	1	0	0
PTU-01008	0	0	0	0	1	0	0	0
PTU-01009	0	0	1	0	1	0	0	0
PTU-01010	1	0	0	0	1	0	0	0
PTU-01011	1	0	0	0	1	0	0	0
PTU-01012	0	0	0	0	0	0	0	1
PTU-01013	0	0	0	1	0	0	0	0
PTU-01014	0	0	0	0	1	0	0	0
PTU-01015	0	0	0	0	1	0	0	0
PTU-01016	0	0	0	0	1	0	0	0
PTU-01017	0	0	0	0	1	0	0	0
PTU-01018	0	0	0	1	0	0	0	0
PTU-01019	1	0	0	0	1	0	0	0
PTU-01020	0	0	0	0	0	1	0	1
PTU-01021	0	0	0	0	1	0	0	0
PTU-01022	0	0	0	0	1	0	0	0
PTU-01023	0	0	0	0	1	0	0	0
PTU-01024	0	0	1	0	0	0	0	0
PTU-01025	0	0	0	0	0	1	0	0
PTU-01026	0	0	0	1	0	0	0	0
PTU-01027	0	0	0	0	0	0	0	1
PTU-01028	0	0	0	0	1	0	0	0
PTU-01029	0	0	0	0	1	0	0	0
PTU-01030	1	0	0	0	1	0	0	0
PTU-01031	0	0	0	1	0	0	0	0
PTU-01032	0	0	0	0	1	0	0	0
PTU-01033	0	0	0	1	0	1	0	0
PTU-01034	1	0	0	0	1	0	0	0
PTU-01035	0	1	0	1	0	0	0	0
PTU-01036	1	0	0	0	1	0	0	1
PTU-01037	0	0	0	1	0	0	0	0
PTU-01038	0	0	0	0	1	0	0	0
PTU-01039	0	0	0	0	1	0	0	0
PTU-01040	0	0	0	0	1	0	0	0
PTU-01041	0	0	0	1	1	1	0	0
PTU-01042	0	0	0	1	0	0	0	0
PTU-01043	0	0	0	0	1	0	0	1
PTU-01044	0	1	0	1	0	0	0	0
PTU-01045	0	0	0	0	0	1	0	0
PTU-01046	1	0	0	0	1	0	0	0
PTU-01047	0	1	0	0	1	0	0	1
PTU-01048	0	1	1	0	0	0	0	0
PTU-01049	0	0	0	0	1	0	0	1
PTU-01050	1	0	0	0	1	1	1	0
PTU-01051	0	0	0	0	0	1	0	0
PTU-01052	1	0	0	0	1	1	0	0
PTU-01053	0	0	0	0	1	0	0	1
PTU-01054	0	0	0	0	1	0	0	1
PTU-01055	0	1	1	0	1	1	0	1
PTU-01056	0	0	0	0	1	0	0	1
PTU-01057	0	0	0	0	1	0	0	0
PTU-01058	0	0	0	1	0	0	0	0
PTU-01059	0	0	0	1	0	0	0	0
PTU-01060	1	0	0	0	1	0	0	0
PTU-01061	0	0	0	1	0	1	0	1
PTU-01062	0	1	0	1	0	0	0	0
PTU-01063	0	0	0	0	1	0	1	1
PTU-01064	0	0	0	0	0	0	0	1
PTU-01065	1	0	0	0	0	0	0	0
PTU-01066	0	0	0	1	0	0	0	0
PTU-01067	0	0	0	1	0	0	0	0
PTU-01068	0	0	1	1	0	1	0	1
PTU-01069	0	0	0	0	1	1	0	1
PTU-01070	1	0	1	1	0	1	0	0
PTU-01071	1	0	1	0	0	0	0	0
PTU-01072	0	0	0	1	0	0	0	0
PTU-01073	0	0	0	0	1	0	0	1
PTU-01074	0	0	0	0	1	0	0	1
PTU-01075	1	1	1	0	1	1	0	0
PTU-01076	1	0	0	0	1	0	0	0
PTU-01077	1	0	0	0	0	0	0	0
PTU-01078	0	0	0	0	1	0	0	0
PTU-01079	1	0	0	0	1	0	0	0
PTU-01080	0	0	0	1	0	0	0	0
PTU-01081	0	0	0	1	0	0	0	0
PTU-01082	0	0	0	0	0	1	1	0
PTU-01083	1	0	0	0	1	0	0	0
PTU-01084	1	0	0	0	0	0	0	1
PTU-01085	0	0	1	0	0	0	0	0
PTU-01086	0	0	0	1	0	0	0	0
PTU-01087	0	0	0	0	1	0	0	0
PTU-01088	0	0	0	0	1	0	0	0
PTU-01089	0	0	0	1	0	0	0	0
PTU-01090	0	0	0	0	1	0	0	0
PTU-01091	0	0	0	0	1	0	0	0
PTU-01092	0	1	0	1	0	0	0	0
PTU-01093	0	0	0	0	1	0	0	1
PTU-01094	0	0	0	1	0	0	0	0
PTU-01095	0	0	0	1	0	0	0	0
PTU-01096	1	0	0	1	0	1	0	0
PTU-01097	0	0	0	1	0	0	0	0
PTU-01098	1	0	0	0	0	1	1	0
PTU-01099	1	0	0	0	0	1	0	1
PTU-01100	0	0	0	1	0	0	0	0
PTU-01101	0	0	0	0	1	1	1	0
PTU-01102	0	1	0	0	1	0	0	1
PTU-01103	0	0	0	1	0	0	0	0
PTU-01104	0	0	0	0	1	0	0	0
PTU-01105	0	1	1	0	1	0	0	0
PTU-01106	1	0	0	0	1	0	0	1
PTU-01107	0	0	1	1	0	1	0	0
PTU-01108	0	1	0	1	0	0	0	0
PTU-01109	0	0	0	1	0	0	0	0
PTU-01110	0	1	0	1	0	0	0	0
PTU-01111	0	0	0	0	0	0	0	1
PTU-01112	0	0	0	0	0	0	1	0
PTU-01113	0	0	0	1	0	0	0	0
PTU-01114	0	1	0	1	0	1	0	0
PTU-01115	0	0	0	0	1	0	0	0
PTU-01116	0	0	0	0	1	0	0	1
PTU-01117	0	0	0	0	1	0	0	0
PTU-01118	0	0	1	0	1	0	0	0
PTU-01119	0	0	0	0	0	1	1	1
PTU-01120	0	0	0	0	1	0	0	0
PTU-01121	0	0	0	0	1	0	0	0
PTU-01122	0	0	0	1	0	0	0	0
PTU-01123	0	1	0	0	1	0	0	0
PTU-01124	0	0	0	0	1	0	0	0
PTU-01125	0	0	0	0	1	0	0	0
PTU-01126	0	0	0	0	1	0	0	0
PTU-01127	0	0	0	1	0	0	0	0
PTU-01128	0	0	1	0	0	0	0	1
PTU-01129	0	0	1	1	0	1	0	0
PTU-01130	0	0	0	0	1	0	0	1
PTU-01131	0	0	0	0	1	0	0	0
PTU-01132	1	0	0	0	1	0	0	0
PTU-01133	0	0	0	1	1	0	0	1
PTU-01134	1	0	0	0	1	0	1	0
PTU-01135	0	0	0	0	1	0	0	0
PTU-01136	0	1	1	0	0	1	1	0
PTU-01137	0	0	0	0	1	0	0	1
PTU-01138	0	0	0	0	1	0	0	1
PTU-01139	0	0	0	0	1	0	0	0
PTU-01140	1	0	0	0	0	1	0	1
PTU-01141	1	0	0	0	1	0	0	0
PTU-01142	0	0	0	0	1	0	0	0
PTU-01143	0	0	0	0	1	0	0	1
PTU-01144	0	0	0	1	0	0	0	0
PTU-01145	1	1	1	0	1	1	0	0
PTU-01146	0	1	0	0	1	0	0	0
PTU-01147	0	0	0	1	0	0	0	0
PTU-01148	0	0	1	0	1	0	0	0
PTU-01149	0	0	0	0	0	0	0	1
PTU-01150	0	0	0	0	1	0	0	0
PTU-01151	0	0	0	0	1	0	0	0
PTU-01152	1	0	0	0	1	0	0	0
PTU-01153	1	0	0	0	1	0	0	0
PTU-01154	0	0	0	0	1	0	0	0
PTU-01155	0	0	0	1	0	0	0	0
PTU-01156	0	0	0	1	0	0	0	0
PTU-01157	0	1	0	0	0	0	0	0
PTU-01158	0	0	0	1	0	0	0	0
PTU-01159	1	0	1	0	1	0	0	1
PTU-01160	0	0	0	1	0	0	0	0
PTU-01161	0	0	0	1	0	0	0	0
PTU-01162	0	0	0	1	0	0	0	0
PTU-01163	0	0	0	1	0	0	0	0
PTU-01164	1	0	1	0	0	0	0	0
PTU-01165	0	0	0	0	0	1	0	1
PTU-01166	0	0	0	0	1	0	0	0
PTU-01167	0	0	0	1	0	1	0	0
PTU-01168	0	0	0	0	1	0	0	0
PTU-01169	1	0	0	0	0	0	0	1
PTU-01170	0	0	0	0	0	1	0	0
PTU-01171	0	0	0	0	0	0	0	1
PTU-01172	1	0	0	1	0	1	0	0
PTU-01173	0	1	0	0	0	0	0	0
PTU-01174	0	0	0	0	1	0	0	0
PTU-01175	0	0	0	1	0	0	0	0
PTU-01176	0	0	0	1	0	0	0	0
PTU-01177	0	0	1	0	1	0	0	0
PTU-01178	1	0	1	1	0	0	0	0
PTU-01179	0	1	0	0	1	0	0	0
PTU-01180	0	0	0	0	1	0	0	0
PTU-01181	0	1	1	0	1	0	0	0
PTU-01182	0	0	1	0	0	1	0	1
PTU-01183	0	0	0	0	1	0	0	0
PTU-01184	0	0	1	1	0	1	0	0
PTU-01185	0	0	0	0	0	0	0	1
PTU-01186	0	1	0	0	1	0	0	0
PTU-01187	1	0	0	0	1	0	0	1
PTU-01188	0	0	0	0	0	1	0	0
PTU-01189	1	0	1	0	0	0	0	1
PTU-01190	0	0	0	0	1	0	0	0
PTU-01191	0	1	0	0	1	0	1	0
PTU-01192	0	0	0	0	1	0	0	0
PTU-01193	0	1	0	0	1	0	0	1
PTU-01194	0	1	0	0	1	0	0	1
PTU-01195	0	0	0	0	1	1	0	1
PTU-01196	0	0	0	0	1	0	0	1
PTU-01197	0	0	1	1	0	1	0	1
PTU-01198	0	1	1	0	1	0	0	0
