	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-47248	0	0	0	0	1	0	0	0
PTU-47249	0	0	0	0	1	0	0	0
PTU-47250	0	0	0	0	1	0	0	0
PTU-47251	0	0	0	0	1	0	0	0
PTU-47252	0	0	0	0	1	0	0	0
PTU-47253	0	0	0	0	1	0	0	0
PTU-47254	0	0	0	0	1	0	0	0
PTU-47255	0	0	0	0	1	0	0	0
PTU-47256	0	0	1	0	0	0	0	0
PTU-47257	0	0	0	0	1	0	0	0
PTU-47258	0	0	0	0	1	0	0	0
PTU-47259	0	0	0	0	1	0	0	0
PTU-47260	0	0	0	0	1	0	0	0
PTU-47261	0	0	0	0	1	0	0	0
PTU-47262	0	0	0	0	1	0	0	0
PTU-47263	0	0	0	0	1	0	0	0
PTU-47264	0	0	0	0	1	0	0	0
PTU-47265	0	0	0	0	1	0	0	0
PTU-47266	0	0	0	0	1	0	0	0
PTU-47267	0	0	0	0	1	0	0	0
PTU-47268	0	0	0	0	1	0	0	0
PTU-47269	0	0	1	0	0	0	0	0
PTU-47270	0	0	0	0	1	0	0	0
PTU-47271	0	0	0	0	1	0	0	0
PTU-47272	0	0	0	0	1	0	0	0
PTU-47273	0	0	0	0	1	0	0	0
PTU-47274	0	0	0	0	1	0	0	0
PTU-47275	0	0	1	0	0	0	0	0
PTU-47276	0	0	1	0	0	0	0	0
PTU-47277	0	0	1	0	0	0	0	0
PTU-47278	0	0	1	0	0	0	0	0
PTU-47279	0	0	0	0	1	0	0	0
PTU-47280	0	0	0	0	1	0	0	0
PTU-47281	0	0	0	0	1	0	0	0
PTU-47282	0	0	0	0	1	0	0	0
PTU-47283	0	0	0	0	1	0	0	0
PTU-47284	0	0	0	0	1	0	0	0
PTU-47285	0	0	0	0	1	0	0	0
PTU-47286	0	0	0	0	1	0	0	0
PTU-47287	0	0	0	0	1	0	0	0
PTU-47288	0	0	0	0	1	0	0	0
PTU-47289	0	0	0	0	1	0	0	0
PTU-47290	0	0	0	0	1	0	0	0
PTU-47291	0	0	0	0	1	0	0	0
PTU-47292	0	0	0	0	1	0	0	0
PTU-47293	0	0	0	0	1	0	0	0
PTU-47294	0	0	0	0	1	0	0	0
PTU-47295	0	0	0	0	1	0	0	0
PTU-47296	0	0	0	0	1	0	0	0
PTU-47297	0	0	0	0	1	0	0	0
PTU-47298	0	0	0	0	1	0	0	0
PTU-47299	0	0	0	0	1	0	0	0
PTU-47300	0	0	0	0	1	0	0	0
PTU-47301	0	0	0	0	1	0	0	0
PTU-47302	0	0	0	0	1	0	0	0
PTU-47303	0	0	0	0	1	0	0	0
PTU-47304	0	0	0	0	1	0	0	0
PTU-47305	0	0	0	0	1	0	0	0
PTU-47306	0	0	0	0	1	0	0	0
PTU-47307	0	0	0	0	1	0	0	0
PTU-47308	0	0	0	0	1	0	0	0
PTU-47309	0	0	0	0	1	0	0	0
PTU-47310	0	0	0	0	1	0	0	0
PTU-47311	0	0	0	0	1	0	0	0
PTU-47312	0	0	0	0	1	0	0	0
PTU-47313	0	0	0	0	1	0	0	0
PTU-47314	0	0	0	0	1	0	0	0
PTU-47315	0	0	0	0	1	0	0	0
PTU-47316	0	0	0	0	1	0	0	0
PTU-47317	0	0	0	0	1	0	0	0
PTU-47318	0	0	0	0	1	0	0	0
PTU-47319	0	0	0	0	1	0	0	0
PTU-47320	0	0	0	0	1	0	0	0
PTU-47321	0	0	0	0	1	0	0	0
PTU-47322	0	0	0	0	1	0	0	0
PTU-47323	0	0	0	0	1	0	0	0
PTU-47324	0	0	0	0	1	0	0	0
PTU-47325	0	0	0	0	1	0	0	0
PTU-47326	0	0	0	0	1	0	0	0
PTU-47327	0	0	0	0	1	0	0	0
PTU-47328	0	0	0	0	1	0	0	0
PTU-47329	0	0	0	0	1	0	0	0
PTU-47330	0	0	0	0	1	0	0	0
PTU-47331	0	0	0	0	1	0	0	0
PTU-47332	0	0	0	0	1	0	0	0
PTU-47333	0	0	0	0	1	0	0	0
PTU-47334	0	0	0	0	1	0	0	0
PTU-47335	0	0	0	0	1	0	0	0
PTU-47336	0	0	0	0	1	0	0	0
PTU-47337	0	0	0	0	1	0	0	0
PTU-47338	0	0	0	0	1	0	0	0
PTU-47339	0	0	0	0	1	0	0	0
PTU-47340	0	0	0	0	1	0	0	0
PTU-47341	0	0	0	0	1	0	0	0
PTU-47342	0	0	0	0	1	0	0	0
PTU-47343	0	0	0	0	1	0	0	0
PTU-47344	0	0	0	0	1	0	0	0
PTU-47345	0	0	0	0	1	0	0	0
PTU-47346	0	0	0	0	1	0	0	0
PTU-47347	0	0	0	0	1	0	0	0
PTU-47348	0	0	0	0	1	0	0	0
PTU-47349	0	0	0	0	1	0	0	0
PTU-47350	0	0	0	0	1	0	0	0
PTU-47351	0	0	0	0	1	0	0	0
PTU-47352	0	0	0	0	1	0	0	0
PTU-47353	0	0	0	0	1	0	0	0
PTU-47354	0	0	0	0	1	0	0	0
PTU-47355	0	0	0	0	1	0	0	0
PTU-47356	0	0	0	0	1	0	0	0
PTU-47357	0	0	0	0	1	0	0	0
PTU-47358	0	0	0	0	1	0	0	0
PTU-47359	0	0	0	0	1	0	0	0
PTU-47360	0	0	0	0	1	0	0	0
PTU-47361	0	0	0	0	1	0	0	0
PTU-47362	0	0	0	0	1	0	0	0
PTU-47363	0	0	0	0	1	0	0	0
PTU-47364	0	0	0	0	1	0	0	0
PTU-47365	0	0	0	0	1	0	0	0
PTU-47366	0	0	0	0	1	0	0	0
PTU-47367	0	0	0	0	1	0	0	0
PTU-47368	0	0	0	0	1	0	0	0
PTU-47369	0	0	0	0	1	0	0	0
PTU-47370	0	0	0	0	1	0	0	0
PTU-47371	0	0	0	0	1	0	0	0
PTU-47372	0	0	0	0	1	0	0	0
PTU-47373	0	0	0	0	1	0	0	0
PTU-47374	0	0	0	0	1	0	0	0
PTU-47375	0	0	0	0	1	0	0	0
PTU-47376	0	0	0	0	1	0	0	0
PTU-47377	0	0	0	0	1	0	0	0
PTU-47378	0	0	0	0	1	0	0	0
PTU-47379	0	0	0	0	1	0	0	0
PTU-47380	0	0	0	0	1	0	0	0
PTU-47381	0	0	0	0	1	0	0	0
PTU-47382	0	0	0	0	1	0	0	0
PTU-47383	0	0	0	0	1	0	0	0
PTU-47384	0	0	0	0	1	0	0	0
PTU-47385	0	0	0	0	1	0	0	0
PTU-47386	0	0	0	0	1	0	0	0
PTU-47387	0	0	0	0	1	0	0	0
PTU-47388	0	0	0	0	1	0	0	0
PTU-47389	0	0	0	0	1	0	0	0
PTU-47390	0	0	0	0	1	0	0	0
PTU-47391	0	0	0	0	1	0	0	0
PTU-47392	0	0	0	0	1	0	0	0
PTU-47393	0	0	0	0	1	0	0	0
PTU-47394	0	0	0	0	1	0	0	0
PTU-47395	0	0	0	0	1	0	0	0
PTU-47396	0	0	0	0	1	0	0	0
PTU-47397	0	0	0	0	1	0	0	0
PTU-47398	0	0	0	0	1	0	0	0
PTU-47399	0	0	0	0	1	0	0	0
PTU-47400	0	0	0	0	1	0	0	0
PTU-47401	0	0	0	0	1	0	0	0
PTU-47402	0	0	0	0	1	0	0	0
PTU-47403	0	0	0	0	0	1	0	0
PTU-47404	0	0	0	0	0	1	0	0
PTU-47405	0	0	0	0	0	1	0	0
PTU-47406	0	0	0	0	0	1	0	0
PTU-47407	0	0	0	0	0	1	0	0
PTU-47408	0	0	0	0	0	1	0	0
PTU-47409	0	0	0	0	0	1	0	0
PTU-47410	0	0	0	0	0	1	0	0
PTU-47411	0	0	0	0	0	1	0	0
PTU-47412	0	0	0	0	0	1	0	0
PTU-47413	0	0	0	0	0	1	0	0
PTU-47414	0	0	0	0	1	0	0	0
PTU-47415	0	0	0	0	0	1	0	0
PTU-47416	0	0	0	0	0	1	0	0
PTU-47417	0	0	0	0	0	1	0	0
PTU-47418	0	0	0	0	0	1	0	0
PTU-47419	0	0	0	0	0	1	0	0
PTU-47420	0	0	0	0	0	1	0	0
PTU-47421	0	0	0	0	0	1	0	0
PTU-47422	0	0	0	0	1	0	0	0
PTU-47423	0	0	0	0	1	0	0	0
PTU-47424	0	0	0	0	1	0	0	0
PTU-47425	0	0	0	0	1	0	0	0
PTU-47426	0	0	0	0	1	0	0	0
PTU-47427	0	0	0	0	1	0	0	0
PTU-47428	0	0	0	0	1	0	0	0
PTU-47429	0	0	0	0	1	0	0	0
PTU-47430	0	0	0	0	1	0	0	0
PTU-47431	0	0	0	0	1	0	0	0
PTU-47432	0	0	0	0	1	0	0	0
PTU-47433	0	0	0	0	1	0	0	0
PTU-47434	0	0	0	0	1	0	0	0
PTU-47435	0	0	0	0	1	0	0	0
PTU-47436	0	0	0	0	1	0	0	0
PTU-47437	0	0	0	0	1	0	0	0
PTU-47438	0	0	0	0	1	0	0	0
PTU-47439	0	0	0	0	1	0	0	0
PTU-47440	0	0	0	0	1	0	0	0
PTU-47441	0	0	0	0	1	0	0	0
PTU-47442	0	0	0	0	1	0	0	0
PTU-47443	0	0	0	0	1	0	0	0
PTU-47444	0	0	0	0	1	0	0	0
PTU-47445	0	0	0	0	1	0	0	0
PTU-47446	0	0	0	0	1	0	0	0
PTU-47447	0	0	0	0	1	0	0	0
PTU-47448	0	0	0	0	1	0	0	0
PTU-47449	0	0	0	0	1	0	0	0
PTU-47450	0	0	0	0	1	0	0	0
PTU-47451	0	0	0	0	1	0	0	0
PTU-47452	0	0	0	0	1	0	0	0
PTU-47453	0	0	0	0	1	0	0	0
PTU-47454	0	0	0	0	1	0	0	0
PTU-47455	0	0	0	0	1	0	0	0
PTU-47456	0	0	0	0	1	0	0	0
PTU-47457	0	0	0	0	1	0	0	0
PTU-47458	0	0	0	0	1	0	0	0
PTU-47459	0	0	0	0	1	0	0	0
PTU-47460	0	0	0	0	1	0	0	0
PTU-47461	0	0	0	0	1	0	0	0
PTU-47462	0	0	0	0	1	0	0	0
PTU-47463	0	0	0	0	1	0	0	0
PTU-47464	0	0	0	0	1	0	0	0
PTU-47465	0	0	0	0	1	0	0	0
PTU-47466	0	0	0	0	1	0	0	0
PTU-47467	0	0	0	0	1	0	0	0
PTU-47468	0	0	0	0	1	0	0	0
PTU-47469	0	0	0	0	1	0	0	0
PTU-47470	0	0	0	0	1	0	0	0
PTU-47471	0	0	0	0	1	0	0	0
PTU-47472	0	0	0	0	0	1	0	0
PTU-47473	0	0	0	0	0	1	0	0
PTU-47474	0	0	0	0	0	1	0	0
PTU-47475	0	0	0	0	1	0	0	0
PTU-47476	0	0	0	0	1	0	0	0
PTU-47477	0	0	0	0	1	0	0	0
PTU-47478	0	0	0	0	1	0	0	0
PTU-47479	0	0	0	0	1	0	0	0
PTU-47480	0	0	0	0	1	0	0	0
PTU-47481	0	0	0	0	1	0	0	0
PTU-47482	0	0	0	0	1	0	0	0
PTU-47483	0	0	0	0	1	0	0	0
PTU-47484	0	0	0	0	1	0	0	0
PTU-47485	0	0	0	0	1	0	0	0
PTU-47486	0	0	0	0	1	0	0	0
PTU-47487	0	0	0	0	1	0	0	0
PTU-47488	0	0	0	0	1	0	0	0
PTU-47489	0	0	0	0	1	0	0	0
PTU-47490	0	0	0	0	1	0	0	0
PTU-47491	0	0	0	0	1	0	0	0
PTU-47492	0	0	0	0	1	0	0	0
PTU-47493	0	0	0	0	1	0	0	0
PTU-47494	0	0	0	0	1	0	0	0
PTU-47495	0	0	0	0	1	0	0	0
PTU-47496	0	0	0	0	1	0	0	0
PTU-47497	0	0	0	0	1	0	0	0
PTU-47498	0	0	0	0	1	0	0	0
PTU-47499	0	0	0	0	1	0	0	0
PTU-47500	0	0	0	0	1	0	0	0
PTU-47501	0	0	0	0	1	0	0	0
PTU-47502	0	0	0	0	1	0	0	0
PTU-47503	0	0	0	0	1	0	0	0
PTU-47504	0	0	0	0	1	0	0	0
PTU-47505	0	0	0	0	1	0	0	0
PTU-47506	0	0	0	0	1	0	0	0
PTU-47507	0	0	0	0	1	0	0	0
PTU-47508	0	0	0	0	1	0	0	0
PTU-47509	0	0	0	0	1	0	0	0
PTU-47510	0	0	0	0	1	0	0	0
PTU-47511	0	0	0	0	1	0	0	0
PTU-47512	0	0	0	0	1	0	0	0
PTU-47513	0	0	0	0	1	0	0	0
PTU-47514	0	0	0	0	1	0	0	0
PTU-47515	0	0	0	0	1	0	0	0
PTU-47516	0	0	0	0	1	0	0	0
PTU-47517	0	0	0	0	1	0	0	0
PTU-47518	0	0	0	0	1	0	0	0
PTU-47519	0	0	0	0	1	0	0	0
PTU-47520	0	0	0	0	1	0	0	0
PTU-47521	0	0	0	0	1	0	0	0
PTU-47522	0	0	0	0	0	1	0	0
PTU-47523	0	0	0	0	1	0	0	0
PTU-47524	0	0	0	0	1	0	0	0
PTU-47525	0	0	0	0	1	0	0	0
PTU-47526	0	0	0	0	1	0	0	0
PTU-47527	0	0	0	0	1	0	0	0
PTU-47528	0	0	0	0	1	0	0	0
PTU-47529	0	0	0	0	1	0	0	0
PTU-47530	0	0	0	0	1	0	0	0
PTU-47531	0	0	0	0	1	0	0	0
PTU-47532	0	0	0	0	1	0	0	0
PTU-47533	0	0	0	0	1	0	0	0
PTU-47534	0	0	0	0	1	0	0	0
PTU-47535	1	0	0	0	0	0	0	0
PTU-47536	1	0	0	0	0	0	0	0
PTU-47537	0	1	0	0	0	0	0	0
PTU-47538	0	0	0	0	0	1	0	0
PTU-47539	0	0	0	0	0	1	0	0
PTU-47540	0	0	0	0	0	1	0	0
PTU-47541	0	0	0	0	0	1	0	0
PTU-47542	0	0	0	0	0	1	0	0
PTU-47543	0	0	0	0	0	1	0	0
PTU-47544	0	0	0	0	1	0	0	0
PTU-47545	0	0	0	0	1	0	0	0
PTU-47546	0	0	0	0	1	0	0	0
PTU-47547	0	0	0	0	1	0	0	0
PTU-47548	0	0	0	0	1	0	0	0
PTU-47549	0	0	0	0	1	0	0	0
PTU-47550	0	0	0	0	1	0	0	0
PTU-47551	0	0	0	0	1	0	0	0
PTU-47552	0	0	0	0	1	0	0	0
PTU-47553	0	0	0	0	1	0	0	0
PTU-47554	0	0	0	0	1	0	0	0
PTU-47555	0	0	0	0	1	0	0	0
PTU-47556	0	0	0	0	1	0	0	0
PTU-47557	0	0	0	0	1	0	0	0
PTU-47558	0	0	0	0	1	0	0	0
PTU-47559	0	0	0	0	1	0	0	0
PTU-47560	0	0	0	0	1	0	0	0
PTU-47561	0	0	0	0	1	0	0	0
PTU-47562	0	0	0	0	1	0	0	0
PTU-47563	0	0	0	0	1	0	0	0
PTU-47564	0	0	0	0	1	0	0	0
PTU-47565	0	0	0	0	1	0	0	0
PTU-47566	0	0	0	0	1	0	0	0
PTU-47567	0	0	0	0	1	0	0	0
PTU-47568	1	0	0	0	0	0	0	0
PTU-47569	1	0	0	0	0	0	0	0
PTU-47570	1	0	0	0	0	0	0	0
PTU-47571	0	0	0	0	1	0	0	0
PTU-47572	0	0	0	0	1	0	0	0
PTU-47573	0	0	0	0	1	0	0	0
PTU-47574	0	0	0	0	1	0	0	0
PTU-47575	0	0	0	0	1	0	0	0
PTU-47576	0	0	0	0	1	0	0	0
PTU-47577	0	0	0	0	1	0	0	0
PTU-47578	0	0	0	0	1	0	0	0
PTU-47579	0	0	0	0	1	0	0	0
PTU-47580	0	0	0	0	1	0	0	0
PTU-47581	0	0	0	0	1	0	0	0
PTU-47582	0	0	0	0	1	0	0	0
PTU-47583	0	0	0	0	1	0	0	0
PTU-47584	0	0	0	0	1	0	0	0
PTU-47585	0	0	0	0	1	0	0	0
PTU-47586	0	0	0	0	1	0	0	0
PTU-47587	0	0	0	0	1	0	0	0
PTU-47588	0	0	0	0	1	0	0	0
PTU-47589	0	0	0	0	1	0	0	0
PTU-47590	0	0	0	0	1	0	0	0
PTU-47591	0	0	0	0	1	0	0	0
PTU-47592	0	0	0	0	1	0	0	0
PTU-47593	0	0	0	0	1	0	0	0
PTU-47594	0	0	0	0	1	0	0	0
PTU-47595	0	0	0	0	1	0	0	0
PTU-47596	0	0	0	0	1	0	0	0
PTU-47597	0	0	0	0	1	0	0	0
PTU-47598	0	0	0	0	1	0	0	0
PTU-47599	0	0	0	0	1	0	0	0
PTU-47600	0	0	0	0	1	0	0	0
PTU-47601	0	0	0	0	1	0	0	0
PTU-47602	0	0	0	0	1	0	0	0
PTU-47603	0	0	0	0	1	0	0	0
PTU-47604	0	0	0	0	1	0	0	0
PTU-47605	0	0	0	0	1	0	0	0
PTU-47606	0	0	0	0	1	0	0	0
PTU-47607	0	0	0	0	1	0	0	0
PTU-47608	0	0	0	0	1	0	0	0
PTU-47609	0	0	0	0	1	0	0	0
PTU-47610	0	0	0	0	1	0	0	0
PTU-47611	0	0	0	0	1	0	0	0
PTU-47612	0	0	0	0	1	0	0	0
PTU-47613	0	0	0	0	1	0	0	0
PTU-47614	0	0	0	0	1	0	0	0
PTU-47615	0	0	0	0	1	0	0	0
PTU-47616	0	0	0	0	1	0	0	0
PTU-47617	0	0	0	0	1	0	0	0
PTU-47618	0	0	0	0	1	0	0	0
PTU-47619	0	0	0	0	1	0	0	0
PTU-47620	0	0	0	0	1	0	0	0
PTU-47621	0	0	0	0	1	0	0	0
PTU-47622	0	0	0	0	1	0	0	0
PTU-47623	0	0	0	0	1	0	0	0
PTU-47624	0	0	0	0	1	0	0	0
PTU-47625	0	0	0	0	1	0	0	0
PTU-47626	0	0	0	0	1	0	0	0
PTU-47627	0	0	0	0	1	0	0	0
PTU-47628	0	0	0	0	1	0	0	0
PTU-47629	0	0	0	0	1	0	0	0
PTU-47630	0	0	0	0	1	0	0	0
PTU-47631	0	0	0	0	1	0	0	0
PTU-47632	0	0	0	0	1	0	0	0
PTU-47633	0	0	0	0	1	0	0	0
PTU-47634	0	0	0	0	1	0	0	0
PTU-47635	0	0	0	0	1	0	0	0
PTU-47636	0	0	0	0	1	0	0	0
PTU-47637	0	0	0	0	1	0	0	0
PTU-47638	0	0	0	0	1	0	0	0
PTU-47639	0	0	0	0	1	0	0	0
PTU-47640	0	0	0	0	1	0	0	0
PTU-47641	0	0	0	0	1	0	0	0
PTU-47642	0	0	0	0	1	0	0	0
PTU-47643	0	0	0	0	1	0	0	0
PTU-47644	0	0	0	0	1	0	0	0
PTU-47645	0	0	0	0	1	0	0	0
PTU-47646	0	0	0	0	1	0	0	0
PTU-47647	0	0	0	0	1	0	0	0
PTU-47648	0	0	0	0	1	0	0	0
PTU-47649	0	0	0	0	1	0	0	0
PTU-47650	0	0	0	0	1	0	0	0
PTU-47651	0	0	0	0	1	0	0	0
PTU-47652	0	0	0	0	1	0	0	0
PTU-47653	0	0	0	0	1	0	0	0
PTU-47654	0	0	0	0	1	0	0	0
PTU-47655	0	0	0	0	1	0	0	0
PTU-47656	0	0	0	0	1	0	0	0
PTU-47657	0	0	0	0	1	0	0	0
PTU-47658	0	0	0	0	1	0	0	0
PTU-47659	0	0	0	0	1	0	0	0
PTU-47660	0	0	0	0	1	0	0	0
PTU-47661	0	0	0	0	1	0	0	0
PTU-47662	0	0	0	0	1	0	0	0
PTU-47663	0	0	0	0	1	0	0	0
PTU-47664	0	0	0	0	1	0	0	0
PTU-47665	0	0	0	0	1	0	0	0
PTU-47666	0	0	0	0	1	0	0	0
PTU-47667	0	0	0	0	1	0	0	0
PTU-47668	1	0	0	0	0	0	0	0
PTU-47669	0	0	0	0	1	0	0	0
PTU-47670	0	0	0	0	1	0	0	0
PTU-47671	0	0	0	0	1	0	0	0
PTU-47672	0	0	0	0	1	0	0	0
PTU-47673	0	0	0	0	1	0	0	0
PTU-47674	1	0	0	0	0	0	0	0
PTU-47675	1	0	0	0	0	0	0	0
PTU-47676	1	0	0	0	0	0	0	0
PTU-47677	1	0	0	0	0	0	0	0
PTU-47678	1	0	0	0	0	0	0	0
PTU-47679	0	0	0	0	1	0	0	0
PTU-47680	1	0	0	0	0	0	0	0
PTU-47681	1	0	0	0	0	0	0	0
PTU-47682	1	0	0	0	0	0	0	0
PTU-47683	1	0	0	0	0	0	0	0
PTU-47684	1	0	0	0	0	0	0	0
PTU-47685	1	0	0	0	0	0	0	0
PTU-47686	0	0	0	1	0	0	0	0
PTU-47687	0	0	0	1	0	0	0	0
PTU-47688	0	0	0	1	0	0	0	0
PTU-47689	0	0	0	0	1	0	0	0
PTU-47690	0	0	0	0	1	0	0	0
PTU-47691	0	0	0	1	0	0	0	0
PTU-47692	0	0	0	0	1	0	0	0
PTU-47693	0	0	0	0	1	0	0	0
PTU-47694	0	0	0	0	1	0	0	0
PTU-47695	0	0	0	0	1	0	0	0
PTU-47696	0	0	0	0	1	0	0	0
PTU-47697	0	0	0	0	1	0	0	0
PTU-47698	0	0	0	0	1	0	0	0
PTU-47699	0	0	0	0	1	0	0	0
PTU-47700	0	0	0	0	1	0	0	0
PTU-47701	0	0	0	0	1	0	0	0
PTU-47702	0	0	0	0	1	0	0	0
PTU-47703	0	0	0	0	1	0	0	0
PTU-47704	0	0	0	0	1	0	0	0
PTU-47705	0	0	0	0	1	0	0	0
PTU-47706	0	0	0	0	1	0	0	0
PTU-47707	0	0	0	0	1	0	0	0
PTU-47708	0	0	0	0	1	0	0	0
PTU-47709	0	0	0	0	1	0	0	0
PTU-47710	0	0	0	0	1	0	0	0
PTU-47711	0	0	0	0	1	0	0	0
PTU-47712	0	0	0	0	1	0	0	0
PTU-47713	0	0	0	1	0	0	0	0
PTU-47714	0	0	0	1	0	0	0	0
PTU-47715	0	0	0	1	0	0	0	0
PTU-47716	0	0	0	0	1	0	0	0
PTU-47717	0	0	0	0	1	0	0	0
PTU-47718	0	0	0	0	1	0	0	0
PTU-47719	0	0	0	0	1	0	0	0
PTU-47720	0	0	0	0	1	0	0	0
PTU-47721	0	0	0	0	1	0	0	0
PTU-47722	0	0	0	0	1	0	0	0
PTU-47723	0	0	0	0	1	0	0	0
PTU-47724	0	0	0	0	1	0	0	0
PTU-47725	0	0	0	0	1	0	0	0
PTU-47726	0	0	0	0	1	0	0	0
PTU-47727	0	0	0	0	1	0	0	0
PTU-47728	0	0	0	0	1	0	0	0
PTU-47729	0	0	0	1	0	0	0	0
PTU-47730	0	0	0	1	0	0	0	0
PTU-47731	0	0	0	1	0	0	0	0
PTU-47732	0	0	0	1	0	0	0	0
PTU-47733	0	0	0	1	0	0	0	0
PTU-47734	0	0	0	1	0	0	0	0
PTU-47735	0	0	0	1	0	0	0	0
PTU-47736	0	0	0	1	0	0	0	0
PTU-47737	0	0	0	0	1	0	0	0
PTU-47738	0	0	0	0	1	0	0	0
PTU-47739	0	0	0	1	0	0	0	0
PTU-47740	0	0	0	1	0	0	0	0
PTU-47741	0	0	0	1	0	0	0	0
PTU-47742	0	0	0	1	0	0	0	0
PTU-47743	0	0	0	1	0	0	0	0
PTU-47744	0	0	0	1	0	0	0	0
PTU-47745	0	0	0	1	0	0	0	0
PTU-47746	0	0	0	1	0	0	0	0
PTU-47747	0	0	0	1	0	0	0	0
PTU-47748	0	0	0	1	0	0	0	0
PTU-47749	0	0	0	1	0	0	0	0
PTU-47750	0	0	0	1	0	0	0	0
PTU-47751	0	0	0	0	1	0	0	0
PTU-47752	0	0	0	1	0	0	0	0
PTU-47753	0	0	0	1	0	0	0	0
PTU-47754	0	0	0	0	1	0	0	0
PTU-47755	0	0	0	0	1	0	0	0
PTU-47756	0	0	0	0	1	0	0	0
PTU-47757	0	0	0	0	1	0	0	0
PTU-47758	0	0	0	0	1	0	0	0
PTU-47759	0	0	0	0	1	0	0	0
PTU-47760	0	0	0	0	1	0	0	0
PTU-47761	0	0	0	0	1	0	0	0
PTU-47762	0	0	0	0	1	0	0	0
PTU-47763	0	0	0	0	1	0	0	0
PTU-47764	0	0	0	0	1	0	0	0
PTU-47765	0	0	0	0	1	0	0	0
PTU-47766	0	0	0	0	1	0	0	0
PTU-47767	0	0	0	0	1	0	0	0
PTU-47768	0	0	0	0	1	0	0	0
PTU-47769	0	0	0	0	1	0	0	0
PTU-47770	0	0	0	0	1	0	0	0
PTU-47771	0	0	0	0	1	0	0	0
PTU-47772	0	0	0	0	1	0	0	0
PTU-47773	0	0	0	0	1	0	0	0
PTU-47774	0	0	0	0	1	0	0	0
PTU-47775	0	0	0	0	1	0	0	0
PTU-47776	0	0	0	0	1	0	0	0
PTU-47777	0	0	0	0	1	0	0	0
PTU-47778	0	0	0	0	1	0	0	0
PTU-47779	0	0	0	0	1	0	0	0
PTU-47780	0	0	0	0	1	0	0	0
PTU-47781	0	0	0	0	1	0	0	0
PTU-47782	0	0	0	0	1	0	0	0
PTU-47783	0	0	0	0	1	0	0	0
PTU-47784	0	0	0	0	1	0	0	0
PTU-47785	0	0	0	0	1	0	0	0
PTU-47786	0	0	0	0	1	0	0	0
PTU-47787	0	0	0	0	1	0	0	0
PTU-47788	0	0	0	0	1	0	0	0
PTU-47789	0	0	0	0	1	0	0	0
PTU-47790	0	0	0	0	1	0	0	0
PTU-47791	0	0	0	0	1	0	0	0
PTU-47792	0	0	0	0	1	0	0	0
PTU-47793	0	0	0	0	1	0	0	0
PTU-47794	0	0	0	0	1	0	0	0
PTU-47795	0	0	0	0	1	0	0	0
PTU-47796	0	0	0	0	1	0	0	0
PTU-47797	0	0	0	0	1	0	0	0
PTU-47798	0	0	0	0	1	0	0	0
PTU-47799	0	0	0	0	1	0	0	0
PTU-47800	0	0	0	0	1	0	0	0
PTU-47801	0	0	0	0	1	0	0	0
PTU-47802	0	0	0	0	1	0	0	0
PTU-47803	0	0	0	0	1	0	0	0
PTU-47804	0	0	0	0	1	0	0	0
PTU-47805	0	0	0	0	1	0	0	0
PTU-47806	0	0	0	0	1	0	0	0
PTU-47807	0	0	0	0	1	0	0	0
PTU-47808	0	0	0	0	1	0	0	0
PTU-47809	0	0	0	0	1	0	0	0
PTU-47810	0	0	0	0	1	0	0	0
PTU-47811	0	0	0	0	1	0	0	0
PTU-47812	0	0	0	0	1	0	0	0
PTU-47813	0	0	0	0	1	0	0	0
PTU-47814	0	0	0	0	1	0	0	0
PTU-47815	0	0	0	0	1	0	0	0
PTU-47816	0	0	0	0	1	0	0	0
PTU-47817	0	0	0	0	1	0	0	0
PTU-47818	0	0	0	0	1	0	0	0
PTU-47819	0	0	0	0	1	0	0	0
PTU-47820	0	0	0	0	1	0	0	0
PTU-47821	0	0	0	0	1	0	0	0
PTU-47822	0	0	0	0	1	0	0	0
PTU-47823	0	0	0	0	1	0	0	0
PTU-47824	0	0	0	0	1	0	0	0
PTU-47825	0	0	0	0	1	0	0	0
PTU-47826	0	0	0	0	1	0	0	0
PTU-47827	0	0	0	0	1	0	0	0
PTU-47828	0	0	0	0	1	0	0	0
PTU-47829	0	0	0	0	1	0	0	0
PTU-47830	0	0	0	0	1	0	0	0
PTU-47831	0	0	0	0	1	0	0	0
PTU-47832	0	0	0	0	1	0	0	0
PTU-47833	0	0	0	0	1	0	0	0
PTU-47834	0	0	0	0	1	0	0	0
PTU-47835	0	0	0	0	1	0	0	0
PTU-47836	0	0	0	0	1	0	0	0
PTU-47837	0	0	0	0	1	0	0	0
PTU-47838	0	0	0	0	1	0	0	0
PTU-47839	0	0	0	0	1	0	0	0
PTU-47840	0	0	0	0	1	0	0	0
PTU-47841	0	0	0	0	1	0	0	0
PTU-47842	0	0	0	0	1	0	0	0
PTU-47843	0	0	0	0	1	0	0	0
PTU-47844	0	0	0	0	1	0	0	0
PTU-47845	0	0	0	0	1	0	0	0
PTU-47846	0	0	0	0	1	0	0	0
PTU-47847	0	0	0	0	1	0	0	0
PTU-47848	0	0	0	0	1	0	0	0
PTU-47849	0	0	0	0	1	0	0	0
PTU-47850	0	0	0	0	1	0	0	0
PTU-47851	0	0	0	0	1	0	0	0
PTU-47852	0	0	0	0	1	0	0	0
PTU-47853	0	0	0	0	1	0	0	0
